ID,Language_ID,Name,Description,Example_IDs,Source,Schema
constr463,egyp1253,Ditransitive (BJ),indirective,ex1608;ex1609;ex1610,gary-gamal-eldin-1982,
constr464,nucl1235,Ditransitive (BJ),dativ case ( Minassian 1980 p. 309); indirective,,minassian-1980,
constr465,arop1243,Ditransitive (BJ),indirective,ex1611,djernes-2002,
constr466,arrerntebj,Ditransitive (BJ),mixed,ex1612;ex1613,wilkins-1989,
constr467,badi1246,Ditransitive (BJ),indirective,ex1614,dunn-1988,
constr468,bagi1246,Ditransitive (BJ),indirective,ex1615;ex1616;ex1617;ex1618,stevenson-1969,
constr469,cent2004,Ditransitive (BJ),indirective,ex1619,wiersma-2003,
constr470,baka1272,Ditransitive (BJ),indirective,ex1620,kilian-hatz-1995,
constr471,bann1247,Ditransitive (BJ),secundativ,ex1621,lynch-ross-2002,
constr472,bara1380,Ditransitive (BJ),PO; both (A and R) (optionally) marked by -re (see p. 35 also p. 65),ex1622;ex1623;ex1624,jones-jones-1991,
constr473,bare1276,Ditransitive (BJ),p. 25-26 dative-posposition -iku; indirective,ex1625,aikhenvald-y.-1995,
constr474,bauz1241,Ditransitive (BJ),indirective,ex1626,briley-1997,
constr475,bawm1236,Ditransitive (BJ),"neutral (see also p: 93, 103, 147, 149, 157, 158, 161); flagging: indirective indexing: secundative",ex1627;ex1628,reichle-1981,
constr476,belh1239,Ditransitive (BJ),"Belhare is a primary-object language; thus, in datransitives it is the goal rather than the theme argument that triggers P.agreement Primary and secondary objects are not differentiated by case-marking, where all objects are in the absolutive. Bickel 2003 p. 565; secundative",,ch12bickel2003belhare,
constr477,bert1248,Ditransitive (BJ),indirective,ex1629,andersen-1995,
constr478,bhoj1244,Ditransitive (BJ),indirective,ex1630,verma-2003a,
constr479,gunw1252,Ditransitive (BJ),"half a dozen underived ditransitive verbs in the language won ‘give’ berlwon ‘give (daughter) in marriage’ berrebbun ‘promise’ yirrukmang ‘deprive’ A+R are cross-referenced by pronominal prefix T can be incorporated no flagging # counts as PrimObj, because T is not indexed Evans 2003 p. 395; primO",,evans-2003,
constr480,biri1256,Ditransitive Construction,,ex1631;ex2092,terrill-1998[50-51],A-erg V.subj[A].dat[R] T-abs R-dat
constr481,bisu1244,Ditransitive Construction,"indirective flagging; na is a postposition that marks both patients and recipients. With patients, it is often not used, mostly for disambiguation (as in Spanish)",ex1632,"xu-2001[87, 117-119]",A R+na T V
constr482,siks1238,Ditransitive Construction,"secundative indexing, with inverse construction",ex1633,frantz-1991,A R obj[R].V.subj[A] T
constr483,tiey1235,Ditransitive Construction,indirective flagging,ex1634;ex1635,blecke-1996,A T V R+ga
constr484,brok1247,Ditransitive Construction,indirective indexing,ex1636;ex2093,sharma-1998,A R-r(a) T V
constr485,tean1237,Ditransitive Construction,indirective,ex1637,tryon-2002[582-583],
constr486,buru1296,Ditransitive (BJ),"T is flagged by Dative in -ar, verb prefixes cross-index R",,"berger-1998[69, 92]",A-erg T-abs R-dat obj[R].V
constr487,busa1253,Ditransitive Construction,"R is realized as a ""direct object"" preceding the verb, and T is realized as a ""peripheral element"", following the verb. The only two verbs that allow an object after the verb without a postposition are gba 'give' and tɛˋ˜ 'refuse'",ex2089,jones-1988[213],A R V T
constr488,byan1241,Ditransitive Construction,R is flagged by dative suffix or postposition jā.,ex1638;ex1639,trivedi-1991[35],A(-erg) R-dat T-abs V
constr489,cent1989,Ditransitive (BJ),mixed,ex1640;ex1641,jacob-1968,
constr490,canelakrahobj,Ditransitive (BJ),indirective,ex1642,popjes-popjes-1986,
constr491,chan1310,Ditransitive (BJ),IO coded dative (-ra) DO coded dative only on animate Nps Noonan 2003b p. 330; indirective,,,
constr492,cher1273,Ditransitive (BJ),secundative; no case-marking on objects,ex1643,scancarelli-1987,
constr493,leal1235,Ditransitive (BJ),,ex1644,rupp-1989,
constr494,chinesekunmingbj,Ditransitive (BJ),neutral,ex1645,gui-2000,
constr495,choc1279,Ditransitive (BJ),Θù ‘give’ see Veerman-Leichsenring 2000 p. 110,,veerman-leichsenring-2000,
constr496,choc1276,Ditransitive (BJ),indirective; subjects must have NOM case nonsubjects may have OBL case,ex1646;ex1647,davies-1986,
constr497,chuk1273,Ditransitive (BJ),Flag AG A: ERG “A” T: ABS “O” R: ALL “O” (when first/ second PL) Chukchi has a person split 3rd person: IO 1st/ 2nd person: neutral or secundative see Dunn 1999 p. 206-207,,ch001dunn1999,
constr498,cinsengabj,Ditransitive (BJ),neutral,ex1648,miti-2001,
constr499,coma1245,Ditransitive (BJ),neutral,ex1649,charney-1993,
constr500,copt1239,Ditransitive (BJ),"DO and IO markers are identical. This could be counted as neutral, but I count it as indirective here becausethe construction in full NPs is the same as the construction in pronouns, an pronous distinguish two. See Lambdin 1981 p. 35.; indirective",,lambdin-1983,
constr501,plai1258,Ditransitive (BJ),secundative,ex1650,dahlstrom-1991,
constr502,dagb1246,Ditransitive (BJ),neutral,ex1651;ex1652,olawsky-1999,
constr503,daha1245,Ditransitive (BJ),"IO phrases involve a difference from DO phrases only as for as the bound pronouns are concerved, indirecct objects having H tone, direct object having L tone; neutral",ex1653,tosco-1991,
constr504,dargibj,Ditransitive (BJ),indirective,ex1654,ch09vandenberg2001,
constr505,daas1238,Ditransitive (BJ),,ex1655,tosco-2001,
constr506,baya1257,Ditransitive (BJ),neutral; both marked ABS/ ACC,ex1656,terrill-2002,
constr507,dhiv1236,Ditransitive (BJ),indirective,ex1657;ex1658,cain-gair-2000,
constr508,jaru1254,Ditransitive (BJ),mixed,ex1659;ex1660,tsunoda-1981,
constr509,bang1363,Ditransitive (BJ),"object marker ŋ is also used with DOs, but only when there are pronouns or proper nouns (DOM!) when both R and T are proper nouns, ŋ is optional with T, obligatory with R. See Plungian 1995 p. 12-13; indirective",ex1661,plungian-1995,
constr510,cent2194,Ditransitive (BJ),indirective; rec. preposition i- spiecail IO-suffixes,ex1662;ex1663,penchoen-1973,
constr511,indo1317-2,Ditransitive (BJ),neutral,ex1664,,
constr512,cambodianbj,Ditransitive (BJ),mixed,ex1665;ex1666,,
constr513,dehu1237,Ditransitive (BJ),mixed; secundative only if: recipient is pronoun or proper name an theme is an NP with article; indirective only if reripient is lexical NP and theme is pronoun or proper noun (has priority as DO),ex1667,moyse-faurie-1983,
constr514,dual1243,Ditransitive (BJ),neutral,ex1668,biloa-1993,
constr515,gaww1239,Ditransitive (BJ),indirective,ex1669,amborn-etal-1980,
constr516,efik1245,Ditransitive (BJ),neutral,ex1670,urua-1997,
constr517,epen1239,Ditransitive (BJ),"indirective different see p. 30, 90, 182, 192, 193",ex1671,harms-1994,
constr518,siee1239,Ditransitive (BJ),"secundative; small set of ditransitive verbs with two unmarked NPs: ‘give, tell, call, name’",ex1672;ex1673,crowley-1998a,
constr519,fiji1243,Ditransitive (BJ),"indirective; there is only a single possible syntactic frame for soli-a ‘give’: gift= O, given pronoun= vei+ NP see also Dixon 1988 p. 220",ex1674,dixon-1988,
constr520,stan1290,Ditransitive (BJ),indirective,ex1675;ex2090,judge-healey-1985,
constr521,fyam1238,Ditransitive (BJ),"neutral; the IO precedes the DO, this remains true even if the IO is a long complex NP, see also Nettle 1998 p. 44",ex1676;ex1677,nettle-1998,
constr522,gamo1244,Ditransitive (BJ),indirective,ex1678,hompo-1990,
constr523,gapa1238,Ditransitive (BJ),"secundative; objects precede the verb no case marking+animate objects are indexed on the verb by a suffix #apparently only Rs are indexed, I assume this see also Mc Guckin 2002 p. 309",ex1679,mcguckin-2002,
constr524,kiku1240,Ditransitive (BJ),neutral,ex1680,mugane-1997,
constr525,gola1255,Ditransitive (BJ),neutral; ‘show’ see Koroma 1994 p. 147f,ex1681;ex1682,koroma-1994,
constr526,goon1238,Ditransitive (BJ),secundative,ex1683;ex1684;ex1685;ex1686,mcgregor-1990,
constr527,barc1235,Ditransitive (BJ),neutral,ex1687,innes-1966,
constr528,para1311,Ditransitive (BJ),"indirective; postposition ve/ pe (also benefactive, p. 175; locative p. 163; DOM p. 156)",ex1688,gregores-suarez-1967,
constr529,gudu1252,Ditransitive (BJ),indirective,ex1689,kim-na,
constr530,kumb1268,Ditransitive (BJ),"neutral; 5 attested 3-place verbs, among them ŋura ‘give’ use the absolutive case for both object NPs",ex1690,eades-1979,
constr531,gura1252,Ditransitive (BJ),"secundative; # no example of two full-NP args, but clear that it must be 2 zero-coded Nps and indexing only of T",ex1691,green-1995,
constr532,haidabj,Ditransitive (BJ),indirective,ex1692,enrico-2003,
constr533,hata1243,Ditransitive (BJ),indirective,ex1693,reesink-1999,
constr534,haus1257,Ditransitive (BJ),"secundative; IOs are introduced by the particle ma- before pronouns, wà (or mà)`before nouns IO precedes DO; the ver baa ‘give’ is the commonst of a very limited number of verbs which require no ind. obj indicator see Kraft and Kirk-Greene 1973 p. 75",ex1694;ex1695,kraft-kirk-greene-1973,
constr535,wayu1241,Ditransitive (BJ),"secundative; Verb agrees with A and R, not with T; applicative form of verb is used, but: ha ‘give_x001C_’; mum ‘give (foot to eat)’; thun ‘give (to drink)’ inharently ditransitive",,,
constr536,hdii1240,Ditransitive (BJ),neutral,ex1696,frajzyngier-shay-2002,
constr537,hebr1245,Ditransitive (BJ),indirective,ex1697,,
constr538,hind1269,Ditransitive (BJ),denaa ‘give’; -ko ‘DAT’,ex2091,s-ahl-2000,
constr539,hmar1241,Double-object construction,,ex1698,dutta-baruah-bapui-1996,A-erg R-abs T-abs V
constr540,hmon1338,Ditransitive (BJ),"indirective; rua directional ptd: peter moog rua tom haar dlej DIR LOC river ‘Peter is going to the river.’; also G-T, but very restricted: [Susan]A qha [zaaj ntawd]T [rua nwg nam]G ~ [Susan]A qha [ nwg nam]G [zaaj ntawd]T see Harriehausen 1990 p. 186, 133",ex1700,harriehausen-1990,
constr541,hoav1238,Ditransitive (BJ),"mixed; only ditransitive verb I have found is poni ‘give’ (#this uses “ditr.” in a restricted sense) see Davis 2003 p. 190, 122-129; the gift is distiguished from the recipient since only the recipient is indexed by the object marker; # two ‘give’ verbs behave differntly",ex1701;ex1702,davis-2003,
constr542,hunz1247,Ditransitive (BJ),indirective; dative case also expresses expeiencer an locative,ex1703;ex1704,berg-1995,
constr543,nucl1417,Ditransitive (BJ),neutral,ex1705,saah-eze-1997,
constr544,ikkk1242,Ditransitive (BJ),indirective,ex1706,serzisko-1992,
constr545,imon1245,Ditransitive (BJ),"indirective; the verb ‘give’ is normally deleted in an imperative construction (sapoh ka-m ‘give me tabacco’); # case-marking is IO in Imonda: -m (also used for allative) is obligatory with recipients, but optinal with themes (only human ones, as in spanish) also see Seiler 1985 p. 18, 22, 36 46, 50, 66, 94, 98, 99, 103",ex1707,ch01seiler1985,
constr546,ingu1240,Ditransitive (BJ),indirective,ex1708,nichols-1984,
constr547,iraq1241,Ditransitive (BJ),indirective,ex1709;ex1710;ex1711;ex1712,mous-1993,
constr548,sang1333,Ditransitive (BJ),neutral,ex1713,idiata-1998,
constr549,itza1241,Ditransitive (BJ),indirective; indirect-object lowening Hofling 2000 p. 258,ex1714,hofling-2000,
constr550,yabe1254,Ditransitive (BJ),indirective; dative-serialitation,ex1715,ross-2002e,
constr551,djam1255-2,Ditransitive (BJ),# both R + T have ABS case-marking; only R indexed on verb; secundative,ex1716,,
constr552,jelibj,Ditransitive (BJ),indirective,ex1717,ch001troebs1998,
constr553,kach1280,Ditransitive (BJ),directive,ex1718,qingxia-diehl-2003,
constr554,jingulubj,Ditransitive (BJ),mixed; obj agr can be with DO or IO 1st/ 2nd person DO not possible p. 207,ex1719;ex1720,pensalfini-1997,
constr555,juho1239,Ditransitive (BJ),secundative,ex1721,dickens-1992,
constr556,kair1263,Ditransitive (BJ),no case marking; secundative,ex1722,ross-2002a,
constr557,kala1377,Ditransitive (BJ),indirective,ex1723,comrie-1981a,
constr558,kama1373,Ditransitive (BJ),indirective,ex1724,seki-2000,
constr559,kamb1299-2,Ditransitive (BJ),wua-ng ‘give to x’ also give is appl (but wua also exists) Klamer 1998 p. 203,,klamer-1998,
constr560,kanabj,Ditransitive (BJ),"neutral; the 4 verbs ‘send, ‘remove’, ‘insert’, ‘give’ are the only verbs that allow double objects; also serial verb construction see Ikoro 1996 p. 204",ex1725;ex1726,ikoro-1996,
constr561,nucl1305,Ditransitive (BJ),indirective,ex1727,sridhar-1990,
constr562,karo1304,Ditransitive (BJ),"‘give’: ʔêh, išê·h, ʔákih, iphih tâ·k ‘give me...!’ (monomorphemic) see Bright 1957 p. 382",,bright-1957,
constr563,kate1253,Ditransitive (BJ),see Pilhofer 1933 p. 39,,pilhofer-1933,
constr564,east2342,Ditransitive (BJ),neutral,ex1728,solnit-1997,
constr565,qima1242,Ditransitive (BJ),indirective,ex1729;ex1730;ex1731,appleyard-1975,
constr566,kera1255,Ditransitive (BJ),indirective,ex1732,ebert-1979,
constr567,kett1243-2,Ditransitive (BJ),two direct objects just by the verb ‘give’; neutral,ex1733;ex1734,ch11werner1997,
constr568,halh1238,Ditransitive (BJ),indirective,ex1735,svantesson-2003,
constr569,khas1269,Ditransitive (BJ),"indirective; The use of ya is optional in the case of one object. In the case of two objects, on of them must have ya. If one of the objects is expressed by a pronoun, it must be preceded by ya. see Rabel 1961 p. 125",ex1736;ex1737,rabel-1961,
constr570,khmu1256,Ditransitive (BJ),indirective,ex1738;ex1739,svantesson-1983,
constr571,kili1267,Ditransitive (BJ),secundative,ex1740;ex1741;ex1742,senft-1986,
constr572,gilb1244,Ditransitive (BJ),"neutral; only two verbs angan ‘give’ and tuanga ‘tell’ see also Groves et al. 1985 p. 96, 105",ex1743,groves-etal-1985,
constr573,klam1254,Ditransitive (BJ),indirective; there is no structured differnce between dir. an ind. objects Barker 1964 p. 344; P: optionally marked -ʾas R: obligatory marked -ʾas se Rude 1988 p. 656f.,ex1744,rude-1988c;barker-1964,
constr574,koda1255,Ditransitive (BJ),indirective,ex1745,ebert-1996,
constr575,kombaibj,Ditransitive (BJ),mixed,ex1746;ex1747,vries-1993,
constr576,kond1295,Ditransitive (BJ),,,krishnamurti-benham-1998[251],
constr577,koon1244,Ditransitive (BJ),mixed,ex1748;ex1749,lamwamu-1973,
constr578,kork1243,Ditransitive (BJ),"neutral; ACC.case -ke(n) : obligatory for animate nouns, optional for inanimate nouns; IO an DO have the same case-marker",ex1750,nagaraja-1999,
constr579,koro1298-2,Ditransitive (BJ),"if both object NPs are non-pronominal IO < DO: də pa a kɛ̃ɔ̃ hoŋ a j̃ãna ‘he gives the woman some millet’ same if both are pronouns: də pa də hɛ̃ ‘he gives her it’ if either of the objects is a pronoun, it comes first; IO of ‘give’ can optinally be expressed with the postposition nɛ ‘for’ (normally: benefactive) order of IO / DO is than free",,ch001rennison1997[68f],
constr580,korowaibj,Ditransitive (BJ),,ex1751;ex1752,enk-vries-1997,
constr581,kron1241,Ditransitive (BJ),auch ‘say’; indirective,ex1753,reh-1985,
constr582,bari1284,Ditransitive (BJ),"always neutral, but two possible orders: T-R, when the applicative suffix is absent R-T, when R is a pronoun see Cohen 2000 124, 125, 11, 81, 116)",ex1754;ex1755,cohen-2000,
constr583,kuna1268,Ditransitive (BJ),"indirective; both DO an IO are marked by the poposition si ‘for, to’, which can also carry the meaning of cause or pupose. si is obligatory with IO but optional with DO if no ambiguity results. see Bender 1996 p. 14, 47",ex1756,bender-1996,
constr584,kute1249,Ditransitive (BJ),"secundative there is no dependent marking, but verb inflicts only for recipient in ditransitive clauses (Matthew Dreyer p.c.)",,dryer-na,
constr585,kwai1243,Ditransitive (BJ),indirective,ex1757;ex1758;ex1759,keesing-1985,
constr586,lada1244,Ditransitive (BJ),indirective,ex1760,koshal-1979,
constr587,lakk1252,Ditransitive (BJ),indirective,ex1761,zhirkov-1955,
constr588,lama1288,Ditransitive (BJ),? cf. Wolff 1983 p 233-234,,wolff-1983,
constr589,latv1249,Ditransitive (BJ),indirective; the dative is used in the function of an IO: dot kam ko give sb.DAT sth.ACC see Mathiassen 1997 p. 177,,mathiassen-1997,
constr590,lepc1244,Ditransitive (BJ),indirective,ex1762,plaisier-2003,
constr591,lezg1247,Ditransitive (BJ),AERG TABS GDAT (Haspelmath 1993 p. 272); indirective,ex1763,ch09haspelmath1993,
constr592,lill1248,Ditransitive (BJ),secundative; 3-pl-verbs: NP refering to theme: ʔúm'ən-túmut kwu̮‿tík give-1PL INDEF.ART-tea ‘Give us some tea.’ (see van Eijk 1997 p. 228),ex1764;ex1765;ex1766,eijk-1997,
constr593,nucl1327,Ditransitive (BJ),"no case-marking on R or T the R argument is cross-referenced on the verb (see Harvey 2001p. 72, 102-103)",ex1767,harvey-2001,
constr594,lisu1250,Ditransitive (BJ),indirective,ex1768,bradley-2003,
constr595,araw1276,Ditransitive (BJ),indirective,ex1769,,
constr596,loni1238,Ditransitive (BJ),"ɛtɛ is also used with prop. pɛeti, when the object is animate; names functioning as animate goal are introduced by co-verbs la ‘go’/ mɛ ‘come’ (Hamel 1994 p. 128)",ex1770;ex1771;ex1772,hamel-1994,
constr597,long1395,Ditransitive (BJ),indirective; dative preposition wa- / wini- (Hill 2002 p. 555),ex1773,hill-2002,
constr598,lund1266,Ditransitive (BJ),neutral; different with verbs like ‘take’: n-a-twaala wuña kudi-taata take flour DAT-father ‘I took the flour to my father.’; dative ptep can only appear as direct object of the active clause (’obligatory promotion’) pronominalization verb adjancy only recipient can become passive,ex1774;ex1775,givon-kawasha-1999,
constr599,male1284,Ditransitive (BJ),indirective,ex1776,,
constr600,macu1259,Ditransitive (BJ),indirective; indirect objects see Abbott 1991 p. 84,ex1777;ex1778;ex1779,abbott-1991,
constr601,nucl1460,Ditransitive (BJ),indirective; ḍaq also ‘to’ (ALL) DOM,ex1780,davies-1999,
constr602,maipurebj,Ditransitive (BJ),indirective,ex1781,zamponi-2003a,
constr603,mait1250,Ditransitive (BJ),indexing: R = P ; indirective (but mismatches),ex1782,yadav-2003,
constr604,maka1318,Ditransitive (BJ),neutral,ex1783,davidson-2002,
constr605,mamc1234,Ditransitive (BJ),"indirective; relational noun -e(e): ‘to’ dative, ‘of’ possesive, ‘for’ benefactive, accusative 8eg. with inf.) see England 1983 p. 72,74",ex1784,engl--1983,
constr606,tuuu1240,Ditransitive (BJ),"indirective no ex, but well described (Slater 2003 p. 124-125)",,slater-2003,
constr607,maor1246,Ditransitive (BJ),"indirective; ki also ‘with(INSTR)’, ‘to(ALL)’ Bauer 1993 p. 272",ex1785;ex1786,bauer-etal-1993,
constr608,mapuchebj,Ditransitive (BJ),secundative; ‘ex: The mother gave the girl a book.’ Lucia Galluscio p.c.,,,
constr609,mara1386,Ditransitive (BJ),"neutral; wut/ wurut ‘give’ see Tryon 1970b p.33, 50",ex1787;ex1788;ex1789,tryon-1970,
constr610,mara1378,Ditransitive (BJ),indirective,ex1790;ex1791,p-etal-1997,
constr611,marquesanbj,Ditransitive (BJ),both direct and indirect onjects are marked by ʿì / ʿia see Lynch 2002a p. 874,ex1795,lynch-2002a,
constr612,mati1255,Ditransitive (BJ),neutral; no case-marking or indexing,ex1796;ex1797,ferreira-2001,
constr613,mats1244,Ditransitive (BJ),"both R an T marked ABS, no distinction in coding see Fleck 2002 p. 381-382; neutral",ex1798,fleck-2002,
constr614,maib1239,Ditransitive (BJ),"oth; the verb -e ‘give’ can take at most two arguments.the ‘actor’ and the ‘patient’, no room to express a third argument see Dol 1999 p.246 (also: 188, 211, 266",ex1799,dol-1999,
constr615,mbabarambj,Ditransitive (BJ),indirective,ex1800,dixon-1991b,
constr616,mbay1241,Ditransitive (BJ),,ex1801;ex1802,keegan-1997,A V R T ~ A V T R
constr617,mend1266,Ditransitive (BJ),mixed; Innes 1971 p. 157 preposition a ‘with’ (INSTR),ex1803;ex1804;ex1805;ex1806;ex1807,innes-1971,
constr618,sanm1295,Ditransitive (BJ),"indirective; in general, verbs of transfer, speaking and sight take arguments marked with nuù",ex1808,macaulay-1996,
constr619,miya1266,Ditransitive (BJ),neutral,ex1809,schuh-1998,
constr620,moco1246,Ditransitive (BJ),mixed,ex1810,,
constr621,mono1275,Ditransitive (BJ),flagging: neutral (ACC-ACC),ex1811;ex1812,norris-1986,
constr622,nucl1458,Ditransitive (BJ),R and T only indexed on the verb; indexing is indirective; indirective,ex1813;ex1814,,
constr623,mose1249,Ditransitive (BJ),no case marking (§4.1); indexing of P an R; secundative,ex1815,sakel-2002,
constr624,siwa1245,Ditransitive (BJ),"Both R and T are in the absolutive case, only R is indexed on the verb.",ex1816,onishi-2000,
constr625,mund1325,Ditransitive (BJ),"neutral only when R is a pronoun, but unclear what happens when R is a full NP - serial verb construction?; indirective",ex1817,elders-2000[302-304],
constr626,mwag1236,Ditransitive (BJ),indirective,ex1818,frajzyngier-1993[201],
constr627,murl1244,Ditransitive (BJ),DO suffixes SG 1-an 2 -un 3-in PL 1 -naaŋ 2 -nooŋ 3 -neeŋ; neutral,ex1819;ex1820;ex1821,,
constr628,musg1254,Ditransitive (BJ),indirective,ex1822;ex1823;ex1824;ex1825,meyer-bahlburg-1972,
constr629,muss1246,Ditransitive (BJ),indirective,ex1826,ross-2002b,
constr630,naba1256,Ditransitive (BJ),"obj-agreement optional, but ??? obligatory with IO; secundative (because of object agreement (no relevant case-marking))",ex1827;ex1828,fabian-etal-1998,
constr631,yale1246,Ditransitive (BJ),case-marking alignement is clearly indirective; indexing alignement clearly secudative. How to treat? as indirective,ex1829;ex1830,chafe-foster-1981,
constr632,tete1251,Ditransitive (BJ),or completly Tuggy 1979; neutral,ex1831;ex1832;ex1833;ex1834,,
constr633,sout2994,Ditransitive (BJ),"the verb only contains SUBK an OBJ person markers, the OBJ marker cross-references the R; secundative",ex1835,kroeker-2001,
constr634,nava1243,Ditransitive (BJ),,ex1836,,
constr635,sout2808,Ditransitive (BJ),neutral,ex1837,bowern-lotridge-2002,
constr636,djee1236,Ditransitive (BJ),"the major participants in a clause (A, O, S, IO) are marked by pronominal affixes to the verb and, if also included as independent nominals and pronominals, are not marked forn case.; secundative: only P and R, not T, agree with V",ex1838;ex1839,mckay-2000[191],
constr637,nepa1252-2,Ditransitive (BJ),indirective,ex1840,riccardi-2003,
constr638,ngal1293,Ditransitive (BJ),no flagging (only absolutive); secundative,ex1841,merlan-1983,
constr639,wang1291,Ditransitive (BJ),"Goal is treated like theme/ DO: ABS case in full NPs; ACC case in pronouns; if both T ang G are pronouns, the G is in genitive ŋu-nhi=dju=lugu=na give-PAST=I.NOM=he.GEN=it.ABS ‘I gave it to him.’; neutral",ex1842;ex1843,,
constr640,nhandabj,Ditransitive (BJ),"ditransitive verbs have two direct objects ; both R and T are direct objects: ACC-marked as pronouns, ABS-marked as full NPs; “specific ACC” possible (sancttions required) with def/ animate ; neutral",ex1844;ex1845,"blevins-2001[49-50, 122]",
constr641,nisg1240,Ditransitive (BJ),indirective,ex1846,tarpent-1987,
constr642,niue1239,Ditransitive (BJ),indirective,ex1847,seiter-1980,
constr643,gily1242,Ditransitive (BJ),or all Panfilov 1965; neutral,ex1848,panfilov-1962,
constr644,chig1238,Ditransitive (BJ),neutral,ex1849;ex1850,taylor-1985,
constr645,nuaulubj,Ditransitive (BJ),indirective,ex1851;ex1852,bolton-1990,
constr646,kenu1236,Ditransitive (BJ),indirective,ex1853,,
constr647,kenu1236-2,Ditransitive (BJ),a recipient NP is a direct object; theme ARG is not DO cannot be passivized doesn’t determine AGR; recipient can be passivized agrees in number with the verb antecedes REFL; neutral,ex1854;ex1855,abdel-hafiz-1988,
constr648,noot1239,Ditransitive (BJ),neutral,ex1856,davidson-2002,
constr649,toho1245,Ditransitive (BJ),neutral,ex1857,saxton-1982,
constr650,nishnaabemwinbj,Ditransitive (BJ),no case-marking on objects; secundative,,ch21valentine2001,
constr651,east2652,Ditransitive (BJ),indirective,ex1858;ex1859;ex1860,owens-1985,
constr652,orya1242,Ditransitive (BJ),indirective,ex1861,fields-1997,
constr653,mezq1235,Ditransitive (BJ),"cf. Hess 1968 p. 85 daʔyɛncwábī, nxámạdi",,hess-1968,
constr654,paez1247,Ditransitive (BJ),indirective,ex1862;ex1863,jung-1989,
constr655,dumb1241,Ditransitive (BJ),indirective,ex1864,paita-shintani-1990,
constr656,paiw1248,Ditransitive (BJ),mixed,ex1865;ex1866;ex1867;ex1868;ex1869;ex1870;ex1871,egli-1990,
constr657,pany1241,Ditransitive (BJ),"both objects normally ACC; “A pattern in which a traditional IO appears to be the true DO of a a ditransitive verb is found in a wide range of languages. Within the Ngayarda group, Yinyjiparnti shoes the Panyjima constraints on the subjects of passive ditransitives, but Martuthemira allows both G an T subjects.” (Dench 1991:194); neutral",ex1872,dench-1991[193-194],
constr658,male1292-2,Ditransitive (BJ),,ex1873,leavitt-1996,
constr659,patt1248,Ditransitive (BJ),indirective,ex1874;ex1875;ex1876,sharma-1989b,
constr660,pero1241,Ditransitive (BJ),indirective,ex1877,frajzyngier-1989,
constr661,pila1245,Ditransitive (BJ),"Pilagá does not seem to differentiate between a direct and indirect object; alignment is neutral, because no evidence of special treatment of R.",ex1878;ex1879,vidal-ra-2001[312-316],
constr662,pira1253,Ditransitive (BJ),neutral,ex1880,everett-1986,
constr663,pitj1243,Ditransitive (BJ),neutral,ex1881,,
constr664,pitt1247,Ditransitive (BJ),neutral,ex1882,blake-1979c,
constr665,afar1241,Ditransitive (BJ),indirective,ex1883,bliese-1981,
constr666,huam1248,Ditransitive (BJ),"both R an T get ACC (-ta) both R an T are indexed on the verb indexing prefer R to T mixed lg. indexing: secundative; flagginf neutral, however since case-marking is neutral, we only look at indexing",,"weber-1989[179-180, 236]",
constr667,rama1270,Ditransitive (BJ),"applicative prefix ya(a)- with 3rd person recipient -aak/ -a with 1st, 2ndperson recipient",ex1884;ex1885;ex1886;ex1887,grinevald-craig-1990[117],
constr668,rapa1244,Ditransitive (BJ),indirective,ex1888,du-feu-1996,
constr669,rawa1265,Ditransitive (BJ),indirective,ex1889,lapolla-j.-2000,
constr670,tani1257,Ditransitive (BJ),neutral; the two objects are not distiguished,ex1890;ex1891,"strom-1992[32,118]",
constr671,ronn1241,Ditransitive (BJ),indirective,,"seibert-1998[31, 97]",
constr672,nort2671,Ditransitive (BJ),indirective,ex1892,sammallahti-1998b,
constr673,salt1242,Ditransitive (BJ),no case-marking no indexing; neutral,ex1893,"irwin-1974[34 (also 73, 57)]",
constr674,sang1328,Ditransitive (BJ),or all ref. Samarin 1967a !?!; indirective,ex1894;ex1895;ex1896;ex1897,samarin-1967,
constr675,sapu1248,Ditransitive (BJ),indirective,ex1898,jacq-sidwell-1999,
constr676,seda1262,Ditransitive (BJ),mixed,ex1899;ex1900;ex1901,smith-1979,
constr677,selk1253,Ditransitive (BJ),"Dative-allative: case of the indirect object (examples with ‘say’, ‘bring’) Illative: rarer; indirective",ex1902,kuznecova-etal-1980,
constr678,shos1248-2,Ditransitive (BJ),neutral,ex1903,miller-1996b,
constr679,sina1266,Ditransitive (BJ),secundative,ex1904,tauberschmidt-bala-1992,
constr680,sooo1256,Ditransitive (BJ),"looks like: PO with pronouns, IO with full NPs; indirective",ex1905;ex1906;ex1907,carlin-1993,
constr681,soma1255,Ditransitive (BJ),neutral,ex1908;ex1909;ex1910;ex1911,berchem-1991,
constr682,pedi1238,Ditransitive (BJ),neutral,ex1912,louwrens-etal-1995,
constr683,stan1288,Ditransitive (BJ),indirective,ex1913,,
constr684,sude1239,Ditransitive (BJ),indirective,ex1914,anderson-ross-2002,
constr685,suen1241,Ditransitive (BJ),indirective,ex1915;ex1916;ex1917;ex1918,wilson-1974,
constr686,sund1252,Ditransitive (BJ),mixed,ex1919;ex1920,muller-gotama-2001,
constr687,east2440,Ditransitive (BJ),"no agreement, no case marking: both neutral",ex1921;ex1922,bowden-1997,
constr688,taga1270,Ditransitive (BJ),mixed,ex1923;ex1924;ex1925,schachter-otanes-1972,
