ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Analyzed_Text,Original_Orthography,Translation_Other,Type
ex93,dyir1250,balam miraɲ baŋgul yaɽaŋgu budin bagun ᶁugumbilgu ŋaᶁa balgalŋugu,balam	miraɲ	baŋgul	yaɽaŋgu	budin	bagun	ᶁugumbilgu	ŋaᶁa	balgalŋugu,DET:NOM.III	bean.NOM	DET:ERG.I	man:ERG	take.PRS/PST	DET:DAT.II	woman:DAT	1SG.NOM	hit.REL:DAT,[The] man is taking beans to [the] woman I hit.,,,,ch001dixon1972[102 (ex.297)],,,,
ex94,tuka1249,Te poda i-hu’u-ako-su no-molengo.,Te	poda	i-hu’u-ako-su	no-molengo.,CORE	knife	OBJ-give-APPL-1SG.POSS	3.R-old,The knife that was given to me is antique.,,,,ch001donohue1999[382],,,,
ex95,tuka1249,Te baju [i-hu’u-no] o-saori-leama.,Te	baju	[i-hu’u-no]	o-saori-leama.,CORE	shirt	[OBJ-give-3.POSS]	3.R-very-good,The shirt given to him is very beautiful.,,,,ch001donohue1999[379],,,,
ex96,kore1280,[ku salam-i John-ul cwu-n] chayk,[ku	salam-i	John-ul	cwu-n]	chayk,[the	man-NOM	John-ACC	give-REL]	book,The book that the man gave John.,,,,sohn-1994[57],,,,
ex97,basq1248,"Filologoa ere banaiz, ordea, [behiala eman zidaten] tituluak adierazten duenez.","Filologoa	ere	banaiz,	ordea,	[behiala	eman	zidaten]	tituluak	adierazten	duenez.",philologist	also	ba:am	however	[long.ago	give	AUX.COMP]	title.ERG	say.IMPF	AUX.as,"However, I am also a philologist, as the diploma they gave me long ago says.",,,,hualde-urbina-2003[776 (ex.1867)],,,,
ex98,basq1248,Liburu-ak erosi ohi d-it-u-da-n ikasle-entzat gutun-a ekarri d-u-t.,Liburu-ak	erosi	ohi	d-it-u-da-n	ikasle-entzat	gutun-a	ekarri	d-u-t.,book-PL	buy	HAB	TENS-ABS.PL-ROOT-1PL.ERG-REL	student-BEN.PL	letter-ART	brought	TENS-ROOT-ERG,I brought a letter for the students for whom I (use to) buy books,,,,mounole-hiriart-urruty-manterola-agirre-na,,,,
ex99,yuec1235,[ngoh sung keuih ge] go bun syu,[ngoh	sung	keuih	ge]	go	bun	syu,[I	give	he	REL]	that	CLF	book,the book I gave him,,,,xu-peyraube-1997[108 (ex.8a)],,,,
ex100,kung1261,Mí má hŋ́ g||ú kā-è bà kē |à’ā (kā kē) dàbē.,Mí	má	hŋ́	g||ú	kā-è	bà	kē	|à’ā	(kā	kē)	dàbē.,1SG	TOP	see	water.N4	N4-REL	2SG	PST	give	(N4	TR)	children,I see the water that you gave the children.,,,,konig-heine-2010[(ex.11b)],,,,
ex101,fonn1241,xwéi [ɖè Kɔ̀kú xɛ́lɛ́ ti Àsíbá] ɔ,xwéi	[ɖè	Kɔ̀kú	xɛ́lɛ́	ti	Àsíbá]	ɔ,house	[that	Koku	show	Ø	Asiba]	DET,the house that Koku showed Asiba,,,,ch03lefebvre1994[89 (ex.50c)],,,,
ex102,east2542,akina giw wiij(i)=anokiim-Ø-ag-ig,akina	giw	wiij(i)=anokiim-Ø-ag-ig,all	those	REL.with=work.AN-OBJ-1.SBJ(C)-3PL,... all of those I work with ...,,,,ch21rhodes2005[15 (35b)],,,,
ex103,halk1245,níɬ kwθə púkw ni s-ʔám-əs-t-s kwθə swíwʔləs,níɬ	kwθə	púkw	ni	s-ʔám-əs-t-s	kwθə	swíwʔləs,3.EMPH	DET	book	AUX	NMLZ-give-ADV.A-TR-3.POSS	DET	boy,It’s a book that he gave the boy.,,,,ch001gerdts1982[103 (ex.56)],,,,
ex104,zulu1248,Indaba [obewungitshela yona] iliqiniso na?,Indaba	[obewungitshela	yona]	iliqiniso	na?,story	[RC.on:were:me:tell	it]	it:(is):true	INTER,Is the story that you were telling me true?,,,,poulos-1982[28 (ex.7)],,,,
ex105,soch1239,ʔíHmiiʔMH (ʔiL) kaL-kuéʔL (hã́uM) ieʔL míMŋiíL ø,ʔíHmiiʔMH	(ʔiL)	kaL-kuéʔL	(hã́uM)	ieʔL	míMŋiíL	ø,bread	(COMP)	PST-give.DI.3	(that.IN)	elder	pig	ø,(that) bread roll (that) the old man gave the pig,,,,foris-2000[314 (ex.965c)],,,,
ex106,kaza1248,[sen ma-Gan ber-gen] kitab,[sen	ma-Gan	ber-gen]	kitab,[you	me-DAT	give-PART]	book,the book that you gave to me,,,,mawkanuli-na,,,,
ex107,cash1254,piti-dan [ən mia inan-ai],piti-dan	[ən	mia	inan-ai],food-TOP	[I	you	give-PRS],the food that I give to you,,,,,,,,
ex108,lazz1240,Memet’i-z na me-ç-ezdort’un k’wantsa,Memet’i-z	na	me-ç-ezdort’un	k’wantsa,Mehmet-DAT	REL	PV-give-PQP.I3P	pot,the pot they gave to Mehmet,,,,,,,,
ex109,olut1240,jaʔ=k ʔi=pük [ʔi=mo:yʔ-u-ʔaʔ puʔjuyu],jaʔ=k	ʔi=pük	[ʔi=mo:yʔ-u-ʔaʔ	puʔjuyu],DEF=AN	A.3(POSS)=feather	[A.3(ERG)=give-COMI-NMZR	roadrunner],The feathers that the roadrunner gave to him.,,,,zavala-maldonaldo-2002[672 (ex.9a)],,,,
ex110,olut1240,ta=ʔut-ü-w=ák ʔi:tzümü-nak [ta=mü:+mi:nʔ-aʔx-ü-w-ʔaʔ sa:ra],ta=ʔut-ü-w=ák	ʔi:tzümü-nak	[ta=mü:+mi:nʔ-aʔx-ü-w-ʔaʔ	sa:ra],B.1(ABS)=like-INV-COMI=AN	pig-DIM	[B.1(ABS)=bring-APPL1-INV-COMI-NMZR	Sara],I like the pig that Sara brought for me.,,,,zavala-maldonaldo-2002[693 (ex.40b)],,,,
ex111,panj1256,...[ó dii ø likhii] (hoii) kataab...,...[ó	dii	ø	likhii]	(hoii)	kataab...,...[he	GEN.F.SG	ø	write:PST.PPL.F.SG]	(being)	book.F.SG...,...the book which he wrote... (lit. His written book...),,,,bhatia-1993[60 (ex.184a)],,,,
ex112,yoru1245,Ìwé [tí mo fún ẹ _] (*ìwé tí mo fún ẹ ní_),Ìwé	[tí	mo	fún	ẹ	_]	(*ìwé	tí	mo	fún	ẹ	ní_),book	[REL	1SG.SBJ	give	you	_]	(*book	REL	1SG.SBJ	give	you	SEC),the book that I gave you,,,,ch02atoyebi2010[160],,,,
ex113,alam1246,yinem-r yemrë-r-oh wikna-hay-yuk yima-r,yinem-r	yemrë-r-oh	wikna-hay-yuk	yima-r,child-3SG.M	meat-3-GEN.PL	buy-BEN-PURP	man-3SG.M,a man to buy meat for a child,,,,ch001bruce1984[113],,,,
ex114,koas1236,st-am-ahó:ba,st-am-ahó:ba,INS-1SG.POSS-photograph,my photograph/a photo of mine/me,,,,ch01kimball1991[134 (ex.77)],,,,
ex115,tuka1249,Noi-hu’u-akuj te bokuk i wale walel.,Noi-hu’u-akuj	te	bokuk	i	wale	walel.,3.REAL-give-1SG.OBJ	CORE	book	OBL	shelter	RED,They gave me a book in the shelter.,,,,"ch001donohue1999[76, (91)]",,,,
ex116,tuka1249,Noi-hu’u-akuj te bokuk i wale walel.,Noi-hu’u-akuj	te	bokuk	i	wale	walel.,3.R-give-1SG.OBJ	CORE	book	OBL	shelter	RED,They gave me a book in the shelter.,,,,ch001donohue1999[76],,,,
ex117,kung1261,mí má kàlè dȁhmà |à’ā kē g||ú.,mí	má	kàlè	dȁhmà	|à’ā	kē	g||ú.,1SG	TOP	want	woman	give	TR	water,I want to give the woman water.,,,,konig-heine-2010[(ex.16b)],,,,
ex118,even1260,hin kunga-du turki-v bo-ce-ve-n haram,hin	kunga-du	turki-v	bo-ce-ve-n	haram,your	child-DAT	sleigh-ACC	give-PART-ACC-3SG	know,I know that you gave the child the sleigh.,,,,,,,,
ex119,mode1248,to nikiasma tu spitiu,to	nikiasma	tu	spitiu,the.NOM	rental.NOM	the.GEN	house.GEN,the rental of the house,,,,ch01kordoni2004[(ex.17)],,,,
ex120,mode1248,i dhidhaskalía tis ílis OR: i dhidhaskalía ton fititón,i	dhidhaskalía	tis	ílis	OR:	i	dhidhaskalía	ton	fititón,the	teaching	the	course.material.GEN.SG	/	the	teaching	the	students.GEN.PL,the teaching of the course-material OR: the teaching of the students,,,,ch01kordoni2004[(ex.18)],,,,
ex121,hung1274,a vadász le-löv-és-e,a	vadász	le-löv-és-e,the	hunter	down-shoot-NMLZ-POSS,the shooting of the hunter,,,,ch001keneseivagofenyvesi1998[355],,,,
ex122,nucl1302,qvabil-eb-is micema mzias-tvis vano-s mier,qvabil-eb-is	micema	mzias-tvis	vano-s	mier,flower-PL-GEN	give.NMLZ	Mzia-for	Vano-GEN	by,Vano’s gift of the flowers to Mzia,,,,harris-1981[157 (extracted)],,,,
ex123,kaya1319,ngada kurri-jarra niwan-jina kurdama-n-kina nguku-naa-ntha wuruman-urru-naa-nth,ngada	kurri-jarra	niwan-jina	kurdama-n-kina	nguku-naa-ntha	wuruman-urru-naa-nth,1SG.NOM	see-PST	3SG-M.ABL	drink-NMLZ-M.ABL	water-M.ABL-AOBL	billy-ASS-M.ABL-AOBL,I saw him drinking water in the billy.,,,,evans-1995[112],,,,
ex124,nort2722,qa the:-tɕ ləɣz de-le-m le:,qa	the:-tɕ	ləɣz	de-le-m	le:,1SG	3SG-GEN	book	DIR-give-NOM	DEF.CL,the person to whom I gave a book,,,,lapolla-j.-2003[224],,,,
ex125,kash1277,mohnɨn’ yi philim vuchɨn’ chu mumkin.,mohnɨn’	yi	philim	vuchɨn’	chu	mumkin.,Mohan:GEN	this	film	seeing	be	possible,Mohan’s seeing this film is possible.,,,,wali-koul-1997[53],,,,
ex126,alam1246,yinem-r-ho yemrë-wikna-hay-yuk yima-r,yinem-r-ho	yemrë-wikna-hay-yuk	yima-r,child-3SG.M-GEN	meat-buy-BEN-PURP	man-3SG.M,a man to buy meat for a child,,,,ch001bruce1984[113],,,,
ex127,tuka1249,hu’u-ka-no nu iaku nu bokuj,hu’u-ka-no	nu	iaku	nu	bokuj,give-NMLZ-3.POSS	GEN	1SG	GEN	book,their giving of a book of me,,,,"ch001donohue1999[76, (91)]",,,,
ex128,kung1261,mí má kàlè g||ú |à’ā (kē) dȁhmà.,mí	má	kàlè	g||ú	|à’ā	(kē)	dȁhmà.,1SG	TOP	want	water	give	(TR)	woman,I want to give the woman water.,,,,konig-heine-2010[(ex.16a)],,,,
ex129,ewee1241,Kofí fé ga ná-ná Amí,Kofí	fé	ga	ná-ná	Amí,Kofi	POSS	money	RED-give	Ami,Kofi’s giving money to Ami.,,,,essegbey-1999[150 (ex.11a)],,,,
ex130,lazz1240,yahudi-shi oxori-sha i-gzal-u ambaya-shi me-ç-u-sha,yahudi-shi	oxori-sha	i-gzal-u	ambaya-shi	me-ç-u-sha,Jew-GEN	house-ALL	MP-go-AOR.I3S	new-GEN	PV-give-VN-ALL,She went to the Jew’s house to give him the news.,,,,,,,,
ex131,abkh1244,? darà rə̀-la s-wə̀-ta-ra,?	darà	rə̀-la	s-wə̀-ta-ra,?	they	them-by	my(COL.II.DO)-to.you(COL.II.IO)-give-MASD,their giving me to you (lit. my giving to you by them),,,,hewitt-1989[112],,,,
ex132,huic1243,Nee tumiini uukari ne-wa-ruzeiyastIa.,Nee	tumiini	uukari	ne-wa-ruzeiyastIa.,I	money	girls	1SG.SBJ-3PL.OBJ-show,I showed the money to the girls.,,,,ch05comrie1982[108],,,,
ex133,ital1282,Luca ha offerto un posto a Clelia.,Luca	ha	offerto	un	posto	a	Clelia.,Luca	has	offered	a	job	to	Clelia,Luca offered a job to Clelia.,,,,,,,,
ex134,stan1293,I gave my sister an umbrella.,I	gave	my	sister	an	umbrella.,I	gave	my	sister	an	umbrella,I gave my sister an umbrella.,,,,,,,,
ex135,stan1295,...weil ich meiner Schwester einen Regenschirm gegeben habe.,...weil	ich	meiner	Schwester	einen	Regenschirm	gegeben	habe.,because	I	my.DAT	sister.DAT	an.ACC	umbrella.ACC	given	have,...because I gave my sister an umbrella.,,,,,,,,
ex136,even1260,Etiken kunga-du turki-v bon.,Etiken	kunga-du	turki-v	bon.,old_man	child-DAT	sleigh-ACC	gave,The old man gave a sleigh to/for the child.,,,,,,,,
ex137,even1260,Etiken kunga turki-ga-n bon.,Etiken	kunga	turki-ga-n	bon.,old_man	child	slade-DES-3SG.POS	gave,The old man gave a slade to/for the child.,,,,,,,,
ex138,kwaz1243,dodotxi’mũ wa’ja-da-ki Ba’hOzO-na (*’mariju(-wã)),dodotxi’mũ	wa’ja-da-ki	Ba’hOzO-na	(*’mariju(-wã)),kerosene	bring-1SG-DECL	Barroso-LOC	(*Mario(-AO)),I brought kerosene to Barroso (*for Mario).,,,,voort-2004[113],,,,
ex139,sali1295,Ya-mose-i-di-ko ka-gu kaha-wa unai,Ya-mose-i-di-ko	ka-gu	kaha-wa	unai,1SG-give-APP-3PL.OBJ-PERF	POSS.CLF-my	sister-DET	POST,I gave them to my sister.,,,,ch001margetts1999[301],,,,
ex140,sali1295,Bosa kesega ye-mose-i-di,Bosa	kesega	ye-mose-i-di,basket	one	3SG-give-APP-3PL.OBJ,He gave them one basket.,,,,ch001margetts1999[300],,,,
ex141,sali1295,Ya-mose-i-di-ko ka-gu kaha-wa,Ya-mose-i-di-ko	ka-gu	kaha-wa,1SG-give-APP-3PL.OBJ-PERF	POSS.CLF-my	sister-DET,I gave them to my sister.,,,,ch001margetts1999[302],,,,
ex142,sali1295,Bosa kesega ye-le-ya-ma.,Bosa	kesega	ye-le-ya-ma.,basket	one	3SG-give-3SG.OBJ-hither,(He) gave me/us one basket.,,,,ch001margetts1999[304],,,,
ex143,udih1248,Ni sine-we matematika-wa ñumnisi-e-ni?,Ni	sine-we	matematika-wa	ñumnisi-e-ni?,who	you-ACC	math-ACC	teach-PST-3SG,Who has taught you math?,,,,ch10nikolaevatolskaya2001[526],,,,
ex144,udih1248,Aziga mafa-na-ni gen-e-mi.,Aziga	mafa-na-ni	gen-e-mi.,girl	husband-DEST-3SG	fetch-0-1SG,I am going to fetch a husband for the girl.,,,,ch10nikolaevatolskaya2001[601],,,,
ex145,mand1415,bàba gěi wǒ qián,bàba	gěi	wǒ	qián,papa	give	I	money,Papa gives me money.,,,,ch001lithompson1981[365],,,,
ex146,gama1251,gaola-e ge-lai gukhi tubu tubu ya-si-ke-o,gaola-e	ge-lai	gukhi	tubu	tubu	ya-si-ke-o,shepherd-ERG	us-OBJ	guard_dog	one	one	give-1PL-PFV-3SG,The shepherd gave us each a watch dog.,,,,watters-2002[249],,,,
ex147,stan1293,Kim gave a book to Pat.,Kim	gave	a	book	to	Pat.,Kim	gave	a	book	to	Pat,Kim gave a book to Pat.,,,,,,,,
ex148,gama1251,no-e ŋa-lai o-bǝnduk sǝtǝĩ-d-y-ã:-ke-o,no-e	ŋa-lai	o-bǝnduk	sǝtǝĩ-d-y-ã:-ke-o,he-ERG	me-OBJ	3SG-gun	show-NF-BEN-1SG.O-PFV-3SG,He showed me his gun.,,,,watters-2002[248],,,,
ex149,udih1248,Bi sin-du xeleba-wa bu-o:-mi.,Bi	sin-du	xeleba-wa	bu-o:-mi.,I	you-DAT	bread-ACC	give-PST-1SG,I gave you some bread.,,,,ch10nikolaevatolskaya2001[524(ex.1035a)],,,,
ex150,mala1464,kuʈʈi enikkǝ peena tannu,kuʈʈi	enikkǝ	peena	tannu,child	1SG.DAT	pen	give.PST,The child gave me the pen.,,,,ch001asherkumari1997[204 (ex. 1014)],,,,
ex151,mala1464,paattumma eṉṉooʈǝ paṟaɲɲu,paattumma	eṉṉooʈǝ	paṟaɲɲu,Pattumma	1SG.SOC	tell.PST,Pattumma told me.,,,,ch001asherkumari1997[206 (ex. 1025)],,,,
ex152,mala1464,ɲaan paɳʈaŋŋaɭ sneehitane eelpiccu,ɲaan	paɳʈaŋŋaɭ	sneehitane	eelpiccu,I	jewel:PL	friend:ACC	entrust:PST,I entrusted the jewels to (my) friend.,,,,ch001asherkumari1997[205 (ex. 1019)],,,,
ex153,mala1464,ɲaan avaṉṉǝ raɳʈǝ pustakam ayaccukoʈuttu,ɲaan	avaṉṉǝ	raɳʈǝ	pustakam	ayaccukoʈuttu,I	he:DAT	two	book	send:BEN:PST,I sent him two books (for his benefit).,,,,ch001asherkumari1997[348 (ex.1689)],,,,
ex154,west2369,pul-o be ma dad,pul-o	be	ma	dad,money-OBJ.M	to	us	gave,He gave the money to us.,,,,mahootian-1997[139],,,,
ex155,west2369,sæmm-eš dad-æm,sæmm-eš	dad-æm,poison-3SG.PC	gave-1SG,I gave him poison.,,,,mahootian-1997[140],,,,
ex156,mand1415,wŏ sòng-le yi píng jiŭ gĕi tā,wŏ	sòng-le	yi	píng	jiŭ	gĕi	tā,I	give-PFV	one	bottle	wine	to	3SG,I gave a bottle of wine to him/her.,,,,ch001lithompson1981[376],,,,
ex157,mand1415,wŏ rēng-le nèi kuài ròu gĕi tā,wŏ	rēng-le	nèi	kuài	ròu	gĕi	tā,I	toss-PFV	that	piece	meat	to	3SG,I tossed that piece of meat to him/her.,,,,ch001lithompson1981[370],,,,
ex158,gaga1251,djaamu nji-rree-wu,djaamu	nji-rree-wu,tucker	II-I-give.PST.PTCP,I gave her tucker.,,,,harvey-2002[335],,,,
ex159,gaga1251,djaamu ma-rree-yaba=yu,djaamu	ma-rree-yaba=yu,tucker	III-I-send.PST.PTCP=3.F.IO,I sent the tucker to her.,,,,harvey-2002[335],,,,
ex160,gaga1251,arr-go-oroodja=mba magaarra bayaalala,arr-go-oroodja=mba	magaarra	bayaalala,1-3-show.PST.PTCP=AUG	that.I	child,They showed me that child.,,,,harvey-2002[336],,,,
ex161,kumi1248,puu-ch xiikay nye’-iny-x-a,puu-ch	xiikay	nye’-iny-x-a,that.one-SBJ	some	3/1-give-IRR-EMP,He will give me some.,,,,miller-2001[162],,,,
ex162,kumi1248,nyaach maap Goodwill ny-iny-x,nyaach	maap	Goodwill	ny-iny-x,1SG.SBJ	2SG.ABS	Goodwill	1/2-give-IRR,I am going to give you to Goodwill!,,,,miller-2001[162],,,,
ex163,kwaz1243,maga’riDa-du ‘wε-da-mỹ,maga’riDa-du	‘wε-da-mỹ,Margarida-BEN	bring-1SG-VOL,I am going to take (it) for Margarida.,,,,voort-2004[125],,,,
ex164,kumi1248,tāt tintaŋ adil-ŋin tude mašl’uø-gele tadī-m,tāt	tintaŋ	adil-ŋin	tude	mašl’uø-gele	tadī-m,CA	that	boy-DAT	his	daughter-ACC	give-TR:3SG,Then he gave his daughter to that boy.,,,,miller-2001[354],,,,
ex165,sout2750,met tet-ul [mer-ujī-t ejre-din] pugelbie-k kej-te-me,met	tet-ul	[mer-ujī-t	ejre-din]	pugelbie-k	kej-te-me,I	you-ACC	[fly-ITER-SS:IPFV	walk-SUP]	fur-PRED	give-FUT-OF:1SG,I’ll give you some fur for flying.,,,,maslova-2003[355],,,,
ex166,finn1318,Minä annoin miehelle kirjan.,Minä	annoin	miehelle	kirjan.,I.NOM	gave	man.ALL	book.ACC,I gave a/the man a/the book.,,,,kaiser-2002[2],,,,
ex167,tari1256,na-na kuphe-nuku di-walita,na-na	kuphe-nuku	di-walita,they-OBJ	fish-TOP.NON.A/S	3SG.NF-offer,He offered them fish.,,,,aikhenvald-y.-2003[236],,,,
ex168,tari1256,nu-tedua-ɾu-nuku pi-a phita nu-siu,nu-tedua-ɾu-nuku	pi-a	phita	nu-siu,1SG-sister_in_law-F-TOP.NON.SBJ	2SG-go	2SG.bring	1SG-for,Go and bring my sister in law for me.,,,,aikhenvald-y.-2003[237],,,,
ex169,mode1248,O Pétr-os éstile tis María-s ta hrímata.,O	Pétr-os	éstile	tis	María-s	ta	hrímata.,the.NOM	Petros-NOM	send.3SG.PST	the.GEN	Maria-GEN	the.ACC	money.ACC,Peter sent Maria the money.,,,,ch01kordoni2004[(ex.4)],,,,
ex170,mode1248,O Pétr-os éstile ta hrímata s-tin María.,O	Pétr-os	éstile	ta	hrímata	s-tin	María.,the.NOM	Petros-NOM	send.3SG.PST	the.ACC	money.ACC.PL	to-the	Maria.ACC,Peter sent the money to Maria.,,,,ch01kordoni2004[(ex.3)],,,,
ex171,mode1248,O servitor-os servire ton peláti ena-n kafé.,O	servitor-os	servire	ton	peláti	ena-n	kafé.,the.NOM	waiter-NOM	served	the.ACC	customer.ACC	a-ACC	coffee.ACC,The waiter served the customer a coffee.,,,,ch01kordoni2004[(ex.5)],,,,
ex172,lele1276,bè dí làlì cànìgé,bè	dí	làlì	cànìgé,give.PST	3.M	money	Canige,He gave Canige money.,,,,frajzyngier-2001[130],,,,
ex173,lele1276,sìŋdè wéy wò bé toron-do,sìŋdè	wéy	wò	bé	toron-do,Sinde	cook	mush	DAT	daughter-3.F,Sinde cooked mush for her daughter.,,,,frajzyngier-2001[133],,,,
ex174,thai1261,chǎn hây nǎŋs˘i kὲ̀̀ε khăw,chǎn	hây	nǎŋs˘i	kὲ̀̀ε	khăw,1SG	give	book	to	3SG,I give a book to him.,,,,yaowapat-na[p.c.],,,,
ex175,thai1261,khǎay nǎ̀̀ŋs˘i hây (kὲ̀̀ε) khǎw,khǎay	nǎ̀̀ŋs˘i	hây	(kὲ̀̀ε)	khǎw,sell	book	give	(to)	3SG,Sell him a book.,,,,yaowapat-na[p.c.],,,,
ex176,thai1261,th˘i kràʔpǎw pay hây (*kὲ̀̀ε) khǎw,th˘i	kràʔpǎw	pay	hây	(*kὲ̀̀ε)	khǎw,carry	bag	go	give	(*to)	3SG,carry a bag to him,,,,yaowapat-na[p.c.],,,,
ex177,emai1241,òhí háé ójé ósà.,òhí	háé	ójé	ósà.,Ohi	pay	Oje	debt,Ohi paid a debt to Oje./Ohi paid Oje a debt.,,,,ch001schaeferegbokhare2003[102],,,,
ex178,emai1241,òhí háé ósà lí òjè.,òhí	háé	ósà	lí	òjè.,Ohi	pay	debt	APPL	Oje,Ohi paid a debt to Oje.,,,,ch001schaeferegbokhare2003[102],,,,
ex179,cavi1250,E-puna=ra=tu tya-wa ebakwapiji peadya peolta.,E-puna=ra=tu	tya-wa	ebakwapiji	peadya	peolta.,NPF-female=ERG=3SG.FM	give-PRF	small.child	one	ball,The woman gave a ball to the child. [elicited],,,,ch05guillaume2008[125],,,,
ex180,kiny1244,Umugabo y-a-haa-ye umugóre igitabo,Umugabo	y-a-haa-ye	umugóre	igitabo,man	he-PST-give-ASP	woman	book,The man gave a book to the woman.,,,,ch001kimenyi1980[11],,,,
ex181,hung1274,Tamás viz-et ad a kutyá-k-nak.,Tamás	viz-et	ad	a	kutyá-k-nak.,Thomas	water-ACC	give.INDF.3SG	the	dog-PL-DAT,Thomas gives water to the dogs.,,,,ch001keneseivagofenyvesi1998[198],,,,
ex182,umat1237,pa-ní-ya tílaaki-na muyuux-mí-yaw,pa-ní-ya	tílaaki-na	muyuux-mí-yaw,3PL.NOM-give-PST	woman-OBJ	chief-GEN-ALL,They gave the woman to the chief.,,,,rude-1997[334],,,,
ex183,umat1237,pa-páxwi-ya miyúux-na natitayt-mí-knik,pa-páxwi-ya	miyúux-na	natitayt-mí-knik,3PL.NOM-steal-PST	chief-OBJ	person-GEN-ABL,They stole the chief from the people.,,,,rude-1997[334],,,,
ex184,umat1237,pa-ní-ya tílaaki miyúux-na,pa-ní-ya	tílaaki	miyúux-na,3PL.NOM-give-PST	woman	chief-OBJ,They gave the woman to the chief.,,,,rude-1997[334],,,,
ex185,nucl1302,nino ačveneb-s surat-eb-s gia-s,nino	ačveneb-s	surat-eb-s	gia-s,Nino.NOM	show.PRS-3SG.SBJ	picture-PL-DAT	Gia-DAT,Nino shows the pictures to Gia.,,,,harris-1981[40],,,,
ex186,nucl1302,nino-m ačven-a surat-eb-i gia-s,nino-m	ačven-a	surat-eb-i	gia-s,Nino-ERG	show.AOR-3SG.SBJ	picture-PL-NOM	Gia-DAT,Nino showed the pictures to Gia.,,,,harris-1981[40],,,,
ex187,nucl1302,turme rezo-s samajur-i učukebi-a dedis-tvis,turme	rezo-s	samajur-i	učukebi-a	dedis-tvis,apparently	Rezo-DAT	bracelet-NOM	give.PRF-3SG	mother-for,Apparently Rezo has given a bracelet to his mother.,,,,harris-1981[117],,,,
ex188,mana1295,tanépwa bóro téʔe-Ø dí-an-i,tanépwa	bóro	téʔe-Ø	dí-an-i,chief	pig	one-3SG.AD	3PL.RL-give-3SG.OBJ,They gave one pig to the chief.,,,,ch001lichtenberk1983[159],,,,
ex189,ship1254,Pena-n-ra bake-bo esé-bo meni-ai.,Pena-n-ra	bake-bo	esé-bo	meni-ai.,Pena-ERG-EV	child-PL.ABS	advice-PL.ABS	give-INC,Pena gives advice to the children.,,,,valenzuela-2003[528],,,,
ex190,kaya1319,nal-da wuu-ja ngijn-ji,nal-da	wuu-ja	ngijn-ji,head-NOM	give-IMP	1SG-LOC,Pass me the (fish-)head!,,,,evans-1995[335],,,,
ex191,kaya1319,ngamathu wuu-ja thawula-y darr-i kardu-wuru,ngamathu	wuu-ja	thawula-y	darr-i	kardu-wuru,mother.NOM	give-ACT	son.in.law-MLOC	thigh-MLOC	daughter-PROP,A mother would give her young daughter onto her son-in-law’s thigh.,,,,evans-1995[335],,,,
ex192,kaya1319,wuu-ja wirrin-da ngijn-waru-th!,wuu-ja	wirrin-da	ngijn-waru-th!,give-IMP	money-NOM	1SG-(v)DAT-IMP,Give me money!,,,,evans-1995[336],,,,
ex193,kaya1319,maku dun-maru-tha wuu-ja nguku-wuru,maku	dun-maru-tha	wuu-ja	nguku-wuru,woman.NOM	husband-VDAT-ACT	give-ACT	water-PROP,A woman gives water to her husband.,,,,evans-1995[336],,,,
ex194,kaya1319,nga-ku-l-da wuu-juru-y wuran-mu-juru-y nguku-u-juru-y,nga-ku-l-da	wuu-juru-y	wuran-mu-juru-y	nguku-u-juru-y,1-INCL-PL-NOM	give-POT-CLOC	food-VDON-POT-CLOC	water-VDON-POT-CLOC,We must give (him) food and water.,,,,evans-1995[336],,,,
ex195,even1259,Girki-v min-du omakta-va purta-va bu:-re-n.,Girki-v	min-du	omakta-va	purta-va	bu:-re-n.,friend-1SG.POSS	I-DAT	new-ACC.DEF	knife-ACC.DEF	give-NFUT-3SG,My friend gave me a/the new knife.,,,,ch10nedjalkov1997[67],,,,
ex196,wari1268,Mi’ ra-m con hwam Hatem.,Mi’	ra-m	con	hwam	Hatem.,give	2s:RF-3sF	PREP:3sM	fish	F.name,Give Hatem the fish.,,,,ch001everettkern1997[124 (ex.182)],,,,
ex197,wari1268,Mi’ ra-m (con) hwam.,Mi’	ra-m	(con)	hwam.,give	2s:RF-3sF	(PREP:3sM)	fish,Give her fish.,,,,ch001everettkern1997[125 (ex.183)],,,,
ex198,even1259,Hunat hute-kle-vi mu:-je emev-re-n.,Hunat	hute-kle-vi	mu:-je	emev-re-n.,girl	child-LOC-DIR	water-ACC.INDF	bring-NFUT-3SG,The girl brought water to her child.,,,,ch10nedjalkov1997[67],,,,
ex199,even1259,Gu:-kel min-tyki ulgur-ve.,Gu:-kel	min-tyki	ulgur-ve.,say-2SG.IMP	1SG-LOC.ALL	story-ACC.DEF,Tell me the story.,,,,ch10nedjalkov1997[67],,,,
ex200,even1259,D’av-ja-v o:kal.,D’av-ja-v	o:kal.,boat-ACC.INDF-1SG.POSS	make.2SG.IMP,Make a boat for me.,,,,ch10nedjalkov1997[147],,,,
ex201,imba1240,Juzi Marya-man muti-ta kara-rka,Juzi	Marya-man	muti-ta	kara-rka,José	María-to	mote-ACC	give-3.PST,José gave/served mote to María.,,,,ch001cole1982[70 (ex.251)],,,,
