Construction_ID,Construction_name,Construction_schema,Description,Language_ID,Construction_meanings::Meaning_ID,Construction_examples::Example_ID,Construction_references::Reference_ID,Construction_references::Pages
,,,,,,7502,,
913,Ditransitive,,"two datives min ‘punctual dative’
ven ‘areal dative’ Crowley 1982 p. 197; indirective; differnt with pronoun R 
Crowley 1982 p. 139f",2803,2,7503,564,
914,Ditransitive,,indirective,2828,2,7504,548,
915,Ditransitive,,or all Stanley 1986; neutral,2855,2,7505,762,
,,,,,,7506,,
916,Ditransitive,,reference unsure; indirective,2895,2,7507,540,
5388550907,Allative construction,A-erg T-abs R-all V.subj[A].obj[T],"The R is in the Allative case. This corresponds to a construction with applicative -ut(i) in Greenlandic. Johns (1984) argues that it is similarly derived from the Secundative construction, even though in Central Arctic Inuktitut, there is no oveert applicative marker.",5388536538,2,5388566875,5388540244,
5388947777,Secundative construction,A-erg T-comit R-abs V.subj[A].obj[R],"The T is coded with comitative case, like the demoted P of the antipassive.",5388536538,2,5389020630,5388540244,
,,,,,,,5388930974,
5396146380,Take Serial Construction,A de T V R,"The Take Serial Construction can be used when the T is definite (under such conditions, the Double Object Construction is not possible with many verbs). It can also be used with some verbs that do allow definite Ts in the Double Object Construction. There are also some verbs ('request', 'charge') that do not allow definite themes even in this construction. Apparently the 'take' meaning of the serial verb de is still present in the construction (Osam 1996: 65). Note also that de can also be used to express instrumentals.",70,2,5396155599,482,64-69
,,,,,,5396173702,,
5430467399,Ditransitive Construction,A R T V.subj[A].obj[R],"This is the only construction in Meskwaki, there is no alternation (Dahlstrom 2009: 227). The R object of such verbs is always animate and nearly always human.",676,2,5430723596,1593,
,,,,,,5430581432,,
6647881848,Dative construction,,,83,2,6647889644,6647898559,
,,,,,,6647906546,,
6647963046,Double-Object construction,V R-nom T-nom,This construction exists side by side with a an indirective allative construction.,2593,2,7465,797,80
10157442370,Indirective construction,A-erg R+kúomàh T-abs V,,2680,2,7158,592,
16152620110,Sri Lanka Malay Ditransitive construction,[A T-acc R-dat V],,16152612577,2,16152636648,16152627379,
