Example_ID,Language_ID,Example_type,Primary_text,Original_orthography,Gloss,Analyzed_text,Translation,Translation_other,Comments,Reference_ID,Reference_pages
458,1763,,ta=ʔut-ü-w=ák ʔi:tzümü-nak [ta=mü:+mi:nʔ-aʔx-ü-w-ʔaʔ sa:ra],,B.1(ABS)=like-INV-COMI=AN pig-DIM [B.1(ABS)=bring-APPL1-INV-COMI-NMZR Sara],ta=ʔut-ü-w=ák ʔi:tzümü-nak [ta=mü:+mi:nʔ-aʔx-ü-w-ʔaʔ sa:ra],I like the pig that Sara brought for me.,,,398,693 (ex.40b)
459,1817,,...[ó dii ø likhii] (hoii) kataab...,,...[he GEN.F.SG ø write:PST.PPL.F.SG] (being) book.F.SG...,...[ó dii ø likhii] (hoii) kataab...,...the book which he wrote... (lit. His written book...),,,391,60 (ex.184a)
460,2502,,Ìwé [tí mo fún ẹ _] (*ìwé tí mo fún ẹ ní_),,book [REL 1SG.SBJ give you _] (*book REL 1SG.SBJ give you SEC),Ìwé [tí mo fún ẹ _] (*ìwé tí mo fún ẹ ní_),the book that I gave you,,,850,160
1139,79,,yinem-r yemrë-r-oh wikna-hay-yuk yima-r,,child-3SG.M meat-3-GEN.PL buy-BEN-PURP man-3SG.M,yinem-r yemrë-r-oh wikna-hay-yuk yima-r,a man to buy meat for a child,,,328,113
1140,1133,,st-am-ahó:ba,,INS-1SG.POSS-photograph,st-am-ahó:ba,my photograph/a photo of mine/me,,,329,134 (ex.77)
1148,2293,,Noi-hu’u-akuj te bokuk i wale walel.,,3.REAL-give-1SG.OBJ CORE book OBL shelter RED,Noi-hu’u-akuj te bokuk i wale walel.,They gave me a book in the shelter.,,,335,76; (91)
1150,2293,,Noi-hu’u-akuj te bokuk i wale walel.,,3.R-give-1SG.OBJ CORE book OBL shelter RED,Noi-hu’u-akuj te bokuk i wale walel.,They gave me a book in the shelter.,,,335,76
1173,2447,,mí má kàlè dȁhmà |à’ā kē g||ú.,,1SG TOP want woman give TR water,mí má kàlè dȁhmà |à’ā kē g||ú.,I want to give the woman water.,,,333,(ex.16b)
1254,7,,hin kunga-du turki-v bo-ce-ve-n haram,,your child-DAT sleigh-ACC give-PART-ACC-3SG know,hin kunga-du turki-v bo-ce-ve-n haram,I know that you gave the child the sleigh.,,,,
1287,14,,to nikiasma tu spitiu,,the.NOM rental.NOM the.GEN house.GEN,to nikiasma tu spitiu,the rental of the house,,,233,(ex.17)
1289,14,,i dhidhaskalía tis ílis OR: i dhidhaskalía ton fititón,,the teaching the course.material.GEN.SG / the teaching the students.GEN.PL,i dhidhaskalía tis ílis OR: i dhidhaskalía ton fititón,the teaching of the course-material OR: the teaching of the students,,,233,(ex.18)
1299,2560,,a vadász le-löv-és-e,,the hunter down-shoot-NMLZ-POSS,a vadász le-löv-és-e,the shooting of the hunter,,,272,355
1303,20,,qvabil-eb-is micema mzias-tvis vano-s mier,,flower-PL-GEN give.NMLZ Mzia-for Vano-GEN by,qvabil-eb-is micema mzias-tvis vano-s mier,Vano’s gift of the flowers to Mzia,,,500,157 (extracted)
1308,2559,,ngada kurri-jarra niwan-jina kurdama-n-kina nguku-naa-ntha wuruman-urru-naa-nth,,1SG.NOM see-PST 3SG-M.ABL drink-NMLZ-M.ABL water-M.ABL-AOBL billy-ASS-M.ABL-AOBL,ngada kurri-jarra niwan-jina kurdama-n-kina nguku-naa-ntha wuruman-urru-naa-nth,I saw him drinking water in the billy.,,,211,112
1361,1893,,qa the:-tɕ ləɣz de-le-m le:,,1SG 3SG-GEN book DIR-give-NOM DEF.CL,qa the:-tɕ ləɣz de-le-m le:,the person to whom I gave a book,,,285,224
1383,1052,,mohnɨn’ yi philim vuchɨn’ chu mumkin.,,Mohan:GEN this film seeing be possible,mohnɨn’ yi philim vuchɨn’ chu mumkin.,Mohan’s seeing this film is possible.,,,326,53
1389,79,,yinem-r-ho yemrë-wikna-hay-yuk yima-r,,child-3SG.M-GEN meat-buy-BEN-PURP man-3SG.M,yinem-r-ho yemrë-wikna-hay-yuk yima-r,a man to buy meat for a child,,,328,113
1398,2293,,hu’u-ka-no nu iaku nu bokuj,,give-NMLZ-3.POSS GEN 1SG GEN book,hu’u-ka-no nu iaku nu bokuj,their giving of a book of me,,,335,76; (91)
1423,2447,,mí má kàlè g||ú |à’ā (kē) dȁhmà.,,1SG TOP want water give (TR) woman,mí má kàlè g||ú |à’ā (kē) dȁhmà.,I want to give the woman water.,,,333,(ex.16a)
1442,661,,Kofí fé ga ná-ná Amí,,Kofi POSS money RED-give Ami,Kofí fé ga ná-ná Amí,Kofi’s giving money to Ami.,,,370,150 (ex.11a)
1454,1264,,yahudi-shi oxori-sha i-gzal-u ambaya-shi me-ç-u-sha,,Jew-GEN house-ALL MP-go-AOR.I3S new-GEN PV-give-VN-ALL,yahudi-shi oxori-sha i-gzal-u ambaya-shi me-ç-u-sha,She went to the Jew’s house to give him the news.,,,399,
1474,34,,? darà rə̀-la s-wə̀-ta-ra,,? they them-by my(COL.II.DO)-to.you(COL.II.IO)-give-MASD,? darà rə̀-la s-wə̀-ta-ra,their giving me to you (lit. my giving to you by them),,,406,112
1475,1,,Nee tumiini uukari ne-wa-ruzeiyastIa.,,I money girls 1SG.SBJ-3PL.OBJ-show,Nee tumiini uukari ne-wa-ruzeiyastIa.,I showed the money to the girls.,,,232,108
1476,921,,Luca ha offerto un posto a Clelia.,,Luca has offered a job to Clelia,Luca ha offerto un posto a Clelia.,Luca offered a job to Clelia.,,,,...
1477,651,,I gave my sister an umbrella.,,I gave my sister an umbrella,I gave my sister an umbrella.,I gave my sister an umbrella.,,,,...
1478,11,,...weil ich meiner Schwester einen Regenschirm gegeben habe.,,because I my.DAT sister.DAT an.ACC umbrella.ACC given have,...weil ich meiner Schwester einen Regenschirm gegeben habe.,...because I gave my sister an umbrella.,,,,...
1479,7,,Etiken kunga-du turki-v bon.,,old_man child-DAT sleigh-ACC gave,Etiken kunga-du turki-v bon.,The old man gave a sleigh to/for the child.,,,,
1480,7,,Etiken kunga turki-ga-n bon.,,old_man child slade-DES-3SG.POS gave,Etiken kunga turki-ga-n bon.,The old man gave a slade to/for the child.,,,,
1481,9,,dodotxi’mũ wa’ja-da-ki Ba’hOzO-na (*’mariju(-wã)),,kerosene bring-1SG-DECL Barroso-LOC (*Mario(-AO)),dodotxi’mũ wa’ja-da-ki Ba’hOzO-na (*’mariju(-wã)),I brought kerosene to Barroso (*for Mario).,,,257,113
1482,1972,,Ya-mose-i-di-ko ka-gu kaha-wa unai,,1SG-give-APP-3PL.OBJ-PERF POSS.CLF-my sister-DET POST,Ya-mose-i-di-ko ka-gu kaha-wa unai,I gave them to my sister.,,,334,301
1483,1972,,Bosa kesega ye-mose-i-di,,basket one 3SG-give-APP-3PL.OBJ,Bosa kesega ye-mose-i-di,He gave them one basket.,,,334,300
1484,1972,,Ya-mose-i-di-ko ka-gu kaha-wa,,1SG-give-APP-3PL.OBJ-PERF POSS.CLF-my sister-DET,Ya-mose-i-di-ko ka-gu kaha-wa,I gave them to my sister.,,,334,302
1485,1972,,Bosa kesega ye-le-ya-ma.,,basket one 3SG-give-3SG.OBJ-hither,Bosa kesega ye-le-ya-ma.,(He) gave me/us one basket.,,,334,304
1486,2,,Ni sine-we matematika-wa ñumnisi-e-ni?,,who you-ACC math-ACC teach-PST-3SG,Ni sine-we matematika-wa ñumnisi-e-ni?,Who has taught you math?,,,234,526
1487,2,,Aziga mafa-na-ni gen-e-mi.,,girl husband-DEST-3SG fetch-0-1SG,Aziga mafa-na-ni gen-e-mi.,I am going to fetch a husband for the girl.,,,234,601
1488,1387,,bàba gěi wǒ qián,,papa give I money,bàba gěi wǒ qián,Papa gives me money.,,,261,365
1489,3,,gaola-e ge-lai gukhi tubu tubu ya-si-ke-o,,shepherd-ERG us-OBJ guard_dog one one give-1PL-PFV-3SG,gaola-e ge-lai gukhi tubu tubu ya-si-ke-o,The shepherd gave us each a watch dog.,,,235,249
1490,651,,Kim gave a book to Pat.,,Kim gave a book to Pat,Kim gave a book to Pat.,Kim gave a book to Pat.,,,,
1491,3,,no-e ŋa-lai o-bǝnduk sǝtǝĩ-d-y-ã:-ke-o,,he-ERG me-OBJ 3SG-gun show-NF-BEN-1SG.O-PFV-3SG,no-e ŋa-lai o-bǝnduk sǝtǝĩ-d-y-ã:-ke-o,He showed me his gun.,,,235,248
1492,2,,Bi sin-du xeleba-wa bu-o:-mi.,,I you-DAT bread-ACC give-PST-1SG,Bi sin-du xeleba-wa bu-o:-mi.,I gave you some bread.,,,234,524(ex.1035a)
1493,4,,kuʈʈi enikkǝ peena tannu,,child 1SG.DAT pen give.PST,kuʈʈi enikkǝ peena tannu,The child gave me the pen.,,,259,204 (ex. 1014)
1494,4,,paattumma eṉṉooʈǝ paṟaɲɲu,,Pattumma 1SG.SOC tell.PST,paattumma eṉṉooʈǝ paṟaɲɲu,Pattumma told me.,,,259,206 (ex. 1025)
1495,4,,ɲaan paɳʈaŋŋaɭ sneehitane eelpiccu,,I jewel:PL friend:ACC entrust:PST,ɲaan paɳʈaŋŋaɭ sneehitane eelpiccu,I entrusted the jewels to (my) friend.,,,259,205 (ex. 1019)
1496,4,,ɲaan avaṉṉǝ raɳʈǝ pustakam ayaccukoʈuttu,,I he:DAT two book send:BEN:PST,ɲaan avaṉṉǝ raɳʈǝ pustakam ayaccukoʈuttu,I sent him two books (for his benefit).,,,259,348 (ex.1689)
1497,1839,,pul-o be ma dad,,money-OBJ.M to us gave,pul-o be ma dad,He gave the money to us.,,,260,139
1498,1839,,sæmm-eš dad-æm,,poison-3SG.PC gave-1SG,sæmm-eš dad-æm,I gave him poison.,,,260,140
1499,1387,,wŏ sòng-le yi píng jiŭ gĕi tā,,I give-PFV one bottle wine to 3SG,wŏ sòng-le yi píng jiŭ gĕi tā,I gave a bottle of wine to him/her.,,,261,376
1500,1387,,wŏ rēng-le nèi kuài ròu gĕi tā,,I toss-PFV that piece meat to 3SG,wŏ rēng-le nèi kuài ròu gĕi tā,I tossed that piece of meat to him/her.,,,261,370
1501,6,,djaamu nji-rree-wu,,tucker II-I-give.PST.PTCP,djaamu nji-rree-wu,I gave her tucker.,,,262,335
1502,6,,djaamu ma-rree-yaba=yu,,tucker III-I-send.PST.PTCP=3.F.IO,djaamu ma-rree-yaba=yu,I sent the tucker to her.,,,262,335
1503,6,,arr-go-oroodja=mba magaarra bayaalala,,1-3-show.PST.PTCP=AUG that.I child,arr-go-oroodja=mba magaarra bayaalala,They showed me that child.,,,262,336
1504,2225,,puu-ch xiikay nye’-iny-x-a,,that.one-SBJ some 3/1-give-IRR-EMP,puu-ch xiikay nye’-iny-x-a,He will give me some.,,,78,162
1505,2225,,nyaach maap Goodwill ny-iny-x,,1SG.SBJ 2SG.ABS Goodwill 1/2-give-IRR,nyaach maap Goodwill ny-iny-x,I am going to give you to Goodwill!,,,78,162
1506,9,,maga’riDa-du ‘wε-da-mỹ,,Margarida-BEN bring-1SG-VOL,maga’riDa-du ‘wε-da-mỹ,I am going to take (it) for Margarida.,,,257,125
1507,2225,,tāt tintaŋ adil-ŋin tude mašl’uø-gele tadī-m,,CA that boy-DAT his daughter-ACC give-TR:3SG,tāt tintaŋ adil-ŋin tude mašl’uø-gele tadī-m,Then he gave his daughter to that boy.,,,78,354
1508,2507,,met tet-ul [mer-ujī-t ejre-din] pugelbie-k kej-te-me,,I you-ACC [fly-ITER-SS:IPFV walk-SUP] fur-PRED give-FUT-OF:1SG,met tet-ul [mer-ujī-t ejre-din] pugelbie-k kej-te-me,I’ll give you some fur for flying.,,,263,355
1509,12,,Minä annoin miehelle kirjan.,,I.NOM gave man.ALL book.ACC,Minä annoin miehelle kirjan.,I gave a/the man a/the book.,,,193,2
1510,13,,na-na kuphe-nuku di-walita,,they-OBJ fish-TOP.NON.A/S 3SG.NF-offer,na-na kuphe-nuku di-walita,He offered them fish.,,,236,236
1511,13,,nu-tedua-ɾu-nuku pi-a phita nu-siu,,1SG-sister_in_law-F-TOP.NON.SBJ 2SG-go 2SG.bring 1SG-for,nu-tedua-ɾu-nuku pi-a phita nu-siu,Go and bring my sister in law for me.,,,236,237
1512,14,,O Pétr-os éstile tis María-s ta hrímata.,,the.NOM Petros-NOM send.3SG.PST the.GEN Maria-GEN the.ACC money.ACC,O Pétr-os éstile tis María-s ta hrímata.,Peter sent Maria the money.,,,233,(ex.4)
1513,14,,O Pétr-os éstile ta hrímata s-tin María.,,the.NOM Petros-NOM send.3SG.PST the.ACC money.ACC.PL to-the Maria.ACC,O Pétr-os éstile ta hrímata s-tin María.,Peter sent the money to Maria.,,,233,(ex.3)
1514,14,,O servitor-os servire ton peláti ena-n kafé.,,the.NOM waiter-NOM served the.ACC customer.ACC a-ACC coffee.ACC,O servitor-os servire ton peláti ena-n kafé.,The waiter served the customer a coffee.,,,233,(ex.5)
1515,15,,bè dí làlì cànìgé,,give.PST 3.M money Canige,bè dí làlì cànìgé,He gave Canige money.,,,264,130
1516,15,,sìŋdè wéy wò bé toron-do,,Sinde cook mush DAT daughter-3.F,sìŋdè wéy wò bé toron-do,Sinde cooked mush for her daughter.,,,264,133
1517,16,,chǎn hây nǎŋs˘i kὲ̀̀ε khăw,,1SG give book to 3SG,chǎn hây nǎŋs˘i kὲ̀̀ε khăw,I give a book to him.,,,238,p.c.
1518,16,,khǎay nǎ̀̀ŋs˘i hây (kὲ̀̀ε) khǎw,,sell book give (to) 3SG,khǎay nǎ̀̀ŋs˘i hây (kὲ̀̀ε) khǎw,Sell him a book.,,,238,p.c.
1519,16,,th˘i kràʔpǎw pay hây (*kὲ̀̀ε) khǎw,,carry bag go give (*to) 3SG,th˘i kràʔpǎw pay hây (*kὲ̀̀ε) khǎw,carry a bag to him,,,238,p.c.
1520,2561,,òhí háé ójé ósà.,,Ohi pay Oje debt,òhí háé ójé ósà.,Ohi paid a debt to Oje./Ohi paid Oje a debt.,,,36,102
1521,2561,,òhí háé ósà lí òjè.,,Ohi pay debt APPL Oje,òhí háé ósà lí òjè.,Ohi paid a debt to Oje.,,,36,102
1522,17,,E-puna=ra=tu tya-wa ebakwapiji peadya peolta.,,NPF-female=ERG=3SG.FM give-PRF small.child one ball,E-puna=ra=tu tya-wa ebakwapiji peadya peolta.,The woman gave a ball to the child. [elicited],,,201,125
1523,18,,Umugabo y-a-haa-ye umugóre igitabo,,man he-PST-give-ASP woman book,Umugabo y-a-haa-ye umugóre igitabo,The man gave a book to the woman.,,,138,11
1524,2560,,Tamás viz-et ad a kutyá-k-nak.,,Thomas water-ACC give.INDF.3SG the dog-PL-DAT,Tamás viz-et ad a kutyá-k-nak.,Thomas gives water to the dogs.,,,272,198
1525,19,,pa-ní-ya tílaaki-na muyuux-mí-yaw,,3PL.NOM-give-PST woman-OBJ chief-GEN-ALL,pa-ní-ya tílaaki-na muyuux-mí-yaw,They gave the woman to the chief.,,,86,334
1526,19,,pa-páxwi-ya miyúux-na natitayt-mí-knik,,3PL.NOM-steal-PST chief-OBJ person-GEN-ABL,pa-páxwi-ya miyúux-na natitayt-mí-knik,They stole the chief from the people.,,,86,334
1527,19,,pa-ní-ya tílaaki miyúux-na,,3PL.NOM-give-PST woman chief-OBJ,pa-ní-ya tílaaki miyúux-na,They gave the woman to the chief.,,,86,334
1528,20,,nino ačveneb-s surat-eb-s gia-s,,Nino.NOM show.PRS-3SG.SBJ picture-PL-DAT Gia-DAT,nino ačveneb-s surat-eb-s gia-s,Nino shows the pictures to Gia.,,,500,40
1529,20,,nino-m ačven-a surat-eb-i gia-s,,Nino-ERG show.AOR-3SG.SBJ picture-PL-NOM Gia-DAT,nino-m ačven-a surat-eb-i gia-s,Nino showed the pictures to Gia.,,,500,40
1530,20,,turme rezo-s samajur-i učukebi-a dedis-tvis,,apparently Rezo-DAT bracelet-NOM give.PRF-3SG mother-for,turme rezo-s samajur-i učukebi-a dedis-tvis,Apparently Rezo has given a bracelet to his mother.,,,500,117
1531,21,,tanépwa bóro téʔe-Ø dí-an-i,,chief pig one-3SG.AD 3PL.RL-give-3SG.OBJ,tanépwa bóro téʔe-Ø dí-an-i,They gave one pig to the chief.,,,145,159
1532,22,,Pena-n-ra bake-bo esé-bo meni-ai.,,Pena-ERG-EV child-PL.ABS advice-PL.ABS give-INC,Pena-n-ra bake-bo esé-bo meni-ai.,Pena gives advice to the children.,,,239,528
1533,2559,,nal-da wuu-ja ngijn-ji,,head-NOM give-IMP 1SG-LOC,nal-da wuu-ja ngijn-ji,Pass me the (fish-)head!,,,211,335
1534,2559,,ngamathu wuu-ja thawula-y darr-i kardu-wuru,,mother.NOM give-ACT son.in.law-MLOC thigh-MLOC daughter-PROP,ngamathu wuu-ja thawula-y darr-i kardu-wuru,A mother would give her young daughter onto her son-in-law’s thigh.,,,211,335
1535,2559,,wuu-ja wirrin-da ngijn-waru-th!,,give-IMP money-NOM 1SG-(v)DAT-IMP,wuu-ja wirrin-da ngijn-waru-th!,Give me money!,,,211,336
1536,2559,,maku dun-maru-tha wuu-ja nguku-wuru,,woman.NOM husband-VDAT-ACT give-ACT water-PROP,maku dun-maru-tha wuu-ja nguku-wuru,A woman gives water to her husband.,,,211,336
1537,2559,,nga-ku-l-da wuu-juru-y wuran-mu-juru-y nguku-u-juru-y,,1-INCL-PL-NOM give-POT-CLOC food-VDON-POT-CLOC water-VDON-POT-CLOC,nga-ku-l-da wuu-juru-y wuran-mu-juru-y nguku-u-juru-y,We must give (him) food and water.,,,211,336
1538,23,,Girki-v min-du omakta-va purta-va bu:-re-n.,,friend-1SG.POSS I-DAT new-ACC.DEF knife-ACC.DEF give-NFUT-3SG,Girki-v min-du omakta-va purta-va bu:-re-n.,My friend gave me a/the new knife.,,,240,67
1539,25,,Mi’ ra-m con hwam Hatem.,,give 2s:RF-3sF PREP:3sM fish F.name,Mi’ ra-m con hwam Hatem.,Give Hatem the fish.,,,230,124 (ex.182)
1540,25,,Mi’ ra-m (con) hwam.,,give 2s:RF-3sF (PREP:3sM) fish,Mi’ ra-m (con) hwam.,Give her fish.,,,230,125 (ex.183)
1541,23,,Hunat hute-kle-vi mu:-je emev-re-n.,,girl child-LOC-DIR water-ACC.INDF bring-NFUT-3SG,Hunat hute-kle-vi mu:-je emev-re-n.,The girl brought water to her child.,,,240,67
1542,23,,Gu:-kel min-tyki ulgur-ve.,,say-2SG.IMP 1SG-LOC.ALL story-ACC.DEF,Gu:-kel min-tyki ulgur-ve.,Tell me the story.,,,240,67
1543,23,,D’av-ja-v o:kal.,,boat-ACC.INDF-1SG.POSS make.2SG.IMP,D’av-ja-v o:kal.,Make a boat for me.,,,240,147
1544,1903,,Juzi Marya-man muti-ta kara-rka,,José María-to mote-ACC give-3.PST,Juzi Marya-man muti-ta kara-rka,José gave/served mote to María.,,,241,70 (ex.251)
1545,1903,,wasi-ta rura-rka-ni ñuka churi-paj,,house-ACC make-PST-1SG my son-BEN,wasi-ta rura-rka-ni ñuka churi-paj,I made a house for my son.,,,241,113 (ex.446)
1546,1903,,Juzi-ka Marya-ta-mi Juan-ta riku-chi-rka,,José-TOP María-ACC-VAL Juan-ACC see-cause-3.PST,Juzi-ka Marya-ta-mi Juan-ta riku-chi-rka,José caused María to see Juan.,,,241,136 (ex.551)
1547,24,,kumaar appa⋅v-ukku oru kaṭitam koṭu-tt-aaṉ,,Kumar father-DAT a letter give-PST-3SG.M,kumaar appa⋅v-ukku oru kaṭitam koṭu-tt-aaṉ,Kumar gave father a letter.,,,242,31
1548,24,,kumaar appa⋅v-iṭam oru kaṭitam koṭu-tt-aaṉ,,Kumar father-LOC a letter give-PST-3SG.M,kumaar appa⋅v-iṭam oru kaṭitam koṭu-tt-aaṉ,Kumar gave father a letter.,,,242,31
1549,24,,kumaar tan paiyan-ukk-aaka⋅p paṇam ceer-tt-aaṉ,,Kumar he(OBL) boy-DAT-BEN money save-PST-3SG.M,kumaar tan paiyan-ukk-aaka⋅p paṇam ceer-tt-aaṉ,Kumar saves money for the sake of his boy.,,,242,35
1550,2558,,Ra-natü=am≈sïai=o.,,3PL-send=1PL.EXCL≈A1=IND,Ra-natü=am≈sïai=o.,They send us this.,,,229,227
1551,2558,,Mü-ele ïaklu mmüa aan-ku=ra.,,you-give.DEX top.DEX 2SG.come child-my=PL,Mü-ele ïaklu mmüa aan-ku=ra.,Give the laying top to my children,,,229,228
1552,1426,,Ngunhu kanyara ngurnu jinkarn-ku yungku-lha ngurnula-ngu-u mimi-i.,,that.NOM man that.ACC stick-ACC give-PST that.DEF-GEN-ACC uncle-ACC,Ngunhu kanyara ngurnu jinkarn-ku yungku-lha ngurnula-ngu-u mimi-i.,That man gave his uncle the digging stick.,,Both R and T take accusative case; there is no indexing of arguments on the verb.,411,67
1553,2471,,Aurelia-Ø Karmen-ta toto’i-ta miika-k.,,Aurelia-NOM Carmen-ACC hen-ACC give-PST.PFV,Aurelia-Ø Karmen-ta toto’i-ta miika-k.,Aurelia gave Carmen the hen.,,,1,291
1554,2471,,Aurelia-Ø Karmen-ta-u toto’i-ta nenka-k.,,Aurelia-NOM Karmen-ACC-DIR hen-ACC sell-PST.PFV,Aurelia-Ø Karmen-ta-u toto’i-ta nenka-k.,Aurelia sold the hen to Carmen.,,,1,291
1555,2556,,gai-lai ghasa itd-u-ŋ.,,cow-DAT grass give-3SG.P-1SG.A,gai-lai ghasa itd-u-ŋ.,I gave the cow grass.,,,231,9 (ex.8a)
1556,16,,kháw hây khánŏm dèkdèk,,he give dessert children,kháw hây khánŏm dèkdèk,He gave the children some dessert.,,,202,1
1557,2116,,Jȏhn ú-ník-è sínínì bànánà,,John SBJ-give-TNS friend banana,Jȏhn ú-ník-è sínínì bànánà,John gave a/the friend a banana.,,,33,311
1558,2562,,paŋpaar ʔan-rak-ka-peek,,flowers 3PL.SBJ-PST-1SG.OBJ-give2,paŋpaar ʔan-rak-ka-peek,They gave me flowers.,,,161,91
1560,2562,,tsewmaŋ=niʔ rool ʔa-ka-tsuan-piak,,Tsewmang=ERG meal 3SG.SBJ-1SG.OBJ-prepare2-BEN,tsewmaŋ=niʔ rool ʔa-ka-tsuan-piak,Tsewmang made a meal for me.,,,161,97
1561,2020,,¿I-trooqui quih i-t-éque?,,3.POSS-vehicle the 3.SBJ:3.DO-Rl-give.gift,¿I-trooqui quih i-t-éque?,Did s/he give his/her car (as a gift)?,,,246,(ex.7)
1562,2020,,Hin ya-aom-oj.,,1SG.DO DIST-beg-PL,Hin ya-aom-oj.,They were begging from me.,,,246,(ex.21)
1563,2020,,Tom quih he-i-yo-cázit.,,money the 1.IO-3.SBJ:3.DO-DIST-grab,Tom quih he i-yo-cázit.,S/he grabbed the money away from me.,,,246,(ex.29)
1564,2020,,Síimet quih mí-ti i-t-áaom ...,,bread the 2.POSS-on 3.SBJ:3.DO-Rl-beg ...,Síimet quih mí-ti i-t-áaom ...,S/he was begging for bread from you (SG) ...,,,246,(ex.40)
1565,2020,,¿Tóm quih ma hi-t-e?,,money the 2SG.DO 1SG.SBJ.TR-Rl-give.gift,¿Tóm quih ma hi-t-e?,Did I give you the money?,,,246,(ex.47)
1566,2020,,tiix me-iha-italháa i-i-m-aCa ha,,that.one 3.IO/2.OBJ-INF.TR-buy/sell SBJ.NMLZ-OM-N-know DECL,tiix me-iha-italháa i-i-m-aCa ha,S/he can’t sell it to you (SG).,,,246,(ex.69)
1567,2020,,Míno cöiquitalháa hmiimzo.,,2.POSS.in 3.IO.INF.INTR.buy/sell 1SG.SBJ.TR.PROX.want,Míno cöiquitalháa hmiimzo.,I want to sell it to you (PL).,,,246,(ex.73)
1568,11,,Der Vater lehrte die Kinder Lesen und Schreiben.,,the.NOM father.NOM taught the.ACC children.ACC reading.ACC and writing.ACC,Der Vater lehrte die Kinder Lesen und Schreiben.,Father taught the children reading and writing.,,,,
1569,2563,,ni ka=tsida ka=nana kiimaka,,1SG OBL=cup OBL=man give,ni ka=tsida ka=nana kiimaka,I am giving the cup to the man.,,,270,268
1570,2563,,ma-tu ɨɨ i=ma-tɨpuni,,3SG.DEF-LOC you 1SG=INS/hand-awake,ma-tu ɨɨ i=ma-tɨpuni,You woke me up for him.,,,270,284
1571,2323,,Ba y-ak’-ø ʔune.,,go ERG.3-give-ABS.3 PTS,Ba y-ak’-ø ʔune.,He went to give it.,,,23,280 (ex.34a)
1572,2323,,ʔI-ø-s-kom¢an hun kampana y-uʔun hč’ultottik San-torenso.,,ASP-ABS.3-ERG.3-leave a bell his-for/on.account.of Our.Holy.Father San-Lorenzo,ʔI-ø-s-kom¢an hun kampana y-uʔun hč’ultottik San-torenso.,They left a bell for Our Holy Father St. Lawrence.,,,23,294 (ex.84)
1573,2323,,Ti mi č-av-ak’-b-on ʔep tak’ine.,,if Ø ASP-2.ERG-give-BEN-ABS.1 much money,Ti mi č-av-ak’-b-on ʔep tak’ine.,If you will give me a lot of money.,,,23,280 (ex.34b)
1574,2564,,Saja mem-bawa surat itu kepada Ali.,,I TR-bring letter the to Ali,Saja mem-bawa surat itu kepada Ali.,I brought the letter to Ali.,,,278,219 (ex.1a)
1575,2564,,Saja mem-bawa-kan Ali surat itu.,,I TR-bring-BEN Ali letter the,Saja mem-bawa-kan Ali surat itu.,I brought Ali the letter.,,,278,219 (ex.2a)
1576,2564,,Ali kasih saja dia punja saputangan,,Ali gave me his thing handkerchief,Ali kasih saja dia punja saputangan,Ali gave (to) me his handkerchief.,,,278,235 (ex.52a)
1577,449,,Hu-chule’ i na’-mu para hagu.,,ERG.1SG-bring the food-2SG.POSS for EMP.2SG,Hu-chule’ i na’-mu para hagu.,I brought your food for you.,,,279,52
1578,449,,Agupa’ baihu-chuli’-li’-i hao na’-mu.,,tomorrow IRR.1SG-take-RED-PRM ABS.2SG food-2SG.POSS,Agupa’ baihu-chuli’-li’-i hao na’-mu.,Tomorrow I will bring you food.,,,279,52
1579,2239,,ti-khwien-wia-ban seuanide-’ay,,1SG:3SG.AN-dog-give-PST man-to,ti-khwien-wia-ban seuanide-’ay,I gave the dog to the man.,,,282,306 (ex.24)
1580,2239,,ta-khwien-wia-ban seuanide.,,1SG:3SG.AN:3SG.AN-dog-give-PST man,ta-khwien-wia-ban seuanide.,I gave the man the dog.,,,282,307 (ex.25)
1581,1179,,ay noo ga‿ [i se],,1SG.SBJ give 3SG.OBJ [3PL DAT],ay noo ga‿ [i se],I gave it to them.,,,283,247 (ex.445a)
1582,1179,,ay noo [woy di se] hari,,1SG.SBJ give [woman DEF DAT] water,ay noo [woy di se] hari,I gave the woman some water.,,,283,247 (ex.445d)
1583,1179,,ay noo ni ga,,1SG.SBJ give 2SG.OBJ 3SG.OBJ,ay noo ni ga,I gave it to you.,,,283,247 (ex.446)
1584,1371,,Marija ta-t l-ittra lil Pawlu,,Mary give.PST-3SG.F the-letter to Paul,Marija ta-t l-ittra lil Pawlu,Mary gave the letter to Paul,,,268,117 (ex.29)
